Post Content,Themes,Thought Leadership?
"2023 felt like a bit of a sea change for a creative leadership class that had moved into top design roles at many companies. What started as a trickle of outreach last Fall turned into a steady drumbeat of former colleagues reaching out to re-connect and reflect on their purpose, mission and the uncertain value of their hard-won experience in the current economic climate. I recognize that this is a community with extremely diverse backgrounds, experience and professional journeys. But, something collective is definitely happening that seems to transcend the basic reality of the latest economic cycle. What is the continuing role for specialized design leadership in business? Like many of you, I have been taking stock on the current state and what the path ahead looks like for many peers and friends, particularly in the coming age of AI. I have also been delighted to see a wave of new efforts to bring this community together and harness their creativity. So I used some time over the holiday break to step back, reflect and follow this story. The result is a two-part series over at Fast Company. The first part, which launched today, is my attempt to offer some observations on the current state of play and how we got here:https://lnkd.in/e3HTckksThe second part, which will go live in another week or two, looks at the proliferation of new platforms, networks and resources that are emerging to support this creative leadership diaspora, including: Neol, Design Leaders Community, Design Executive Council, Chief Design Officer School and others.I am extremely grateful to so many talented leaders and friends who have shared their wisdom, worries and whose journeys informed and inspired my thinking about the future of this incredibly talented community, including: Doug Powell, Lindsey Mosby, Greg Petroff, Scott Nazarian, John Rousseau, Denise Gershbein, Katrina Alcorn, Rachel K., Rob Magowan, Tim Brown, Kwame Nyanning, Liz Danzico, John Maeda, Thomas Mueller, Maria Giudice, Justin M., Ben Sheppard, UX Collective, Peter Merholz, Rosenfeld Media, Ryan Rumsey, I do not know if this story has been captured anywhere else, so it is my hope that this will increase the space for reflection.hashtag#designleadership hashtag#designleaders hashtag#uxleadership hashtag#designvalue","User Experience,Organizational Change Management",checked
"Check out our interview with UX Research Program Manager Delaney Cowart on engaging people with disabilities in product development. Delaney will be presenting on user experience research and people with disabilities at the 2024 hashtag#CSUN Assistive Technology Conference, March 18-22.","Product Development,User Experience,Customer centricity",checked
"6 months ago, I shared my new role as the President and Co-Founder of Vale Health. Today, a lot of work from countless people allowed us to announce the first health system going live with their wellness marketplace. https://lnkd.in/gNEVh7yE 

As you will see, we started with better sleep as a health goal. We believe we are the first to really combine evidence-based wellness products, apps, and education with direct links to the clinical services of high quality health care providers into one experience. Now, people can have a trusted wellness marketplace linked to their trusted provider for their total health and wellness needs. 

Many more person-centered goals and categories are coming soon. You will also see the launch of the other founding health systems this year. 

These are still early days, and we know there is a lot to learn still, but I do want to pause today and thank the many people and organizations that came together to get us to the first milestone.

Vale Health, Abundant Venture Partners, Abundant Health Acquisition (aha!), Froedtert Health, Inception Health, Healthcare Financial Management Association (HFMA)

Mark Lodes, Bradley Crotty MD MPH, Erin DeJarlais, PT, MBA, DPT, Stephen Basilotto

Ochsner Health, Novant Health, Cone Health, Memorial Hermann Health System, St. Luke's University Health Network, Ballad Health, Bassett Healthcare Network, Baylor Scott & White Health, LifeBridge Health, MemorialCare, Northwestern Medicine, OSF HealthCare, UCHealth, The University of Kansas Health System, Providence ","Innovation,Product Development,User Experience,Human-centered design,Customer centricity",
"ICYMI: We launched our new mobile app for CenterWell Pharmacy customers last week. Itâ€™s designed with seniors in mind and features a simple user experience to make things even easier for our patients â€” and itâ€™s getting a lot of great attention. Our customers are happy, and Iâ€™m so proud of the team behind the app who has brought this to life for our pharmacy patients who can now spend less time worrying about their prescriptions and more time living their best lives.Daniel Polk Tom Kirtz Gaurav Khanna Craig Klopatek Dalia Powers","User Experience,Human-centered design,Product Development",
"ICYMI: We launched our new mobile app for CenterWell Pharmacy customers last week. Itâ€™s designed with seniors in mind and features a simple user experience to make things even easier for our patients â€” and itâ€™s getting a lot of great attention. Our customers are happy, and Iâ€™m so proud of the team behind the app who has brought this to life for our pharmacy patients who can now spend less time worrying about their prescriptions and more time living their best lives.Daniel Polk Tom Kirtz Gaurav Khanna Craig Klopatek Dalia Powers","User Experience,Human-centered design,Product Development",
"ICYMI: We launched our new mobile app for CenterWell Pharmacy customers last week. Itâ€™s designed with seniors in mind and features a simple user experience to make things even easier for our patients â€” and itâ€™s getting a lot of great attention. Our customers are happy, and Iâ€™m so proud of the team behind the app who has brought this to life for our pharmacy patients who can now spend less time worrying about their prescriptions and more time living their best lives.Daniel Polk Tom Kirtz Gaurav Khanna Craig Klopatek Dalia Powers","User Experience,Human-centered design,Product Development",
"ICYMI: We launched our new mobile app for CenterWell Pharmacy customers last week. Itâ€™s designed with seniors in mind and features a simple user experience to make things even easier for our patients â€” and itâ€™s getting a lot of great attention. Our customers are happy, and Iâ€™m so proud of the team behind the app who has brought this to life for our pharmacy patients who can now spend less time worrying about their prescriptions and more time living their best lives.Daniel Polk Tom Kirtz Gaurav Khanna Craig Klopatek Dalia Powers","User Experience,Human-centered design,Product Development",
"ICYMI: We launched our new mobile app for CenterWell Pharmacy customers last week. Itâ€™s designed with seniors in mind and features a simple user experience to make things even easier for our patients â€” and itâ€™s getting a lot of great attention. Our customers are happy, and Iâ€™m so proud of the team behind the app who has brought this to life for our pharmacy patients who can now spend less time worrying about their prescriptions and more time living their best lives.Daniel Polk Tom Kirtz Gaurav Khanna Craig Klopatek Dalia Powers","User Experience,Human-centered design,Product Development",
"ICYMI: We launched our new mobile app for CenterWell Pharmacy customers last week. It’s designed with seniors in mind and features a simple user experience to make things even easier for our patients — and it’s getting a lot of great attention. Our customers are happy, and I’m so proud of the team behind the app who has brought this to life for our pharmacy patients who can now spend less time worrying about their prescriptions and more time living their best lives.


Daniel Polk Tom Kirtz Gaurav Khanna Craig Klopatek Dalia Powers","Customer centricity,User Experience,Human-centered design,Digital transformation,Product Development",checked
"Ever wondered what it's like to infuse pure user-centric magic into hashtag#producttesting?People-centered design, itâ€™s one of the most important aspects of product development. However, adequately testing a product for hashtag#usability before the launch date approaches can be a challenge.Â â€‹When British folding bicycle brand, Brompton Bicycle, asked us to help test their prototype, we adopted a proven, user-centric approach that included:â€‹âœ… Riding the bicycle to workâ€‹âœ… Riding alongside the brandâ€™s design teamâ€‹âœ… Implementing risk analysis to understand the design, capabilities and user needsâ€‹âœ… Implementing a complete structure analysisÂ â€‹âœ… Informing design changes for improved user experienceâ€‹Read the full case study âž¡ï¸ https://lnkd.in/evhbEfFyhashtag#innovation hashtag#consumertech","User Experience,Customer centricity,Product Development",
"Large energy users in Washington state can now support their local grid and earn payments. Enel is partnering with Puget Sound Energy (PSE), Washington stateâ€™s largest utility, to offer large energy users incentive payments for participating in a demand response program. This program pays them for reducing their energy use when the grid needs itâ€”turning these organizations into active protagonists of a new clean, stable local grid ðŸ‘‡","Innovation,User Experience",
"Only Five months in at Smartly & Iâ€™m really amazed at all the product development that has gone into helping our clients efficiently scale using proven AI - it just works.Really cool video link below on how we partnered with our friends at HelloFresh to help them drive growth, reach new audiences and engage their existing customers with our hashtag#AI-powered hashtag#advertising platform.This collaboration with HelloFresh resulted in a more efficient and simplified ad creation process, 80% of work time freed up, and 9% lower CPA.Thank you Andreas Katsiamis and all of your teams for the great partnership! https://lnkd.in/ezXJuTGqhashtag#aiautomation hashtag#casestudy hashtag#performance hashtag#teamwork","AI/Machine Learning,Product Development,Customer centricity,User Experience,Digital transformation",
"I'm thrilled to announce that I recently started a new position as Industrial Design Director at Athlon Studio, working with Head of Design, and design legend, Tucker Viemeister. Athlon has a strong background in UX, UI, & Research, and we'll be building out the new Industrial Design discipline. We're going to be reinventing ID consulting with an 'embedded' approach - a blend between typical design firms and in-house designers which should help solve a lot of the traditional issues with design consulting.The company motto 'happiness is good business' is personally very compelling. The idea is that happy employees & happy customers improve retention, and improve the bottom line. I'm excited to bring more happiness to the world.If you're interested to hear more about how we work - please reach out and I'll be happy to chat about it.www.athlon.studio(and yes, we are hiring industrial designers too)",User Experience,
"Today, customers can begin building with Anthropic Claude 3 Haiku on Amazon Bedrock: https://lnkd.in/gFckw5xZHaiku is designed to be the fastest and most cost-effective model on the market for its intelligence category. It answers simple queries and requests with unmatched speed, allowing customers to create AI experiences that imitate human interactions.Hereâ€™s how Haiku can help your business:ðŸŸ Â Deliver quick and accurate support in live interactions with customersðŸŸ Â Improve content moderation by more easily catching risky behavior and customer requestsðŸŸ Â Optimize costs across use cases like logistics and inventory management","AI/Machine Learning,Product Development,User Experience,Digital transformation",
"Let's go from idea to ad, Smartly. ðŸ’¡ Leverage generative AI with us.Our hashtag#AI-powered advertising platform is here to boost your ad campaign performance ðŸš€, save you time â³, unlock new levels of creativity ðŸ”“, and scale your ad creatives ðŸ–¼ï¸ across multiple channels â€” all while keeping you on-brand. âœ…Want to know more? Get your all-in-one guide to crack the code of hashtag#genAI ðŸ‘‰ https://bit.ly/3UOlLWDhashtag#worksmartly hashtag#advertising hashtag#adtech","AI/Machine Learning,Digital transformation,Product Development,User Experience",
"Use this collection of links (https://lnkd.in/eZM-SHcN) to learn how to craft compelling stories while communicating research findings and design ideas, compiled by Megan Chan. hashtag#storytelling hashtag#uxdesign hashtag#uxresearch",User Experience,
"Users prefer to learn by doing. Not by reading instructions. Every extra word is an opportunity for users to abandon the product. They have more important stuff to do.This is where intuitive design come into play.Let's break it down: 1. Intuitive Navigation: Design your interface in a way that feels natural to the user. Familiar patterns, like swipe to refresh or pinch to zoom, are more effective than instructions. 2. Visual Cues: Use icons, colors, and visual hierarchy to guide users. A well-placed arrow or a different button color can direct users more efficiently than text. Make sure that the design is also aesthetically pleasing. 3. Progressive Disclosure: Only show users what they need when they need it. Overloading them with information upfront is overwhelming. Gradually guide them through complex features. 4. Feedback Systems: Implement immediate feedback for user actions. If they press a button, make something happen. It's a non-verbal way of saying, ""Yes, you're doing it right."" 5. Testing and Iteration: Test your design with real users. What seems intuitive to you might not be for others. Iterate based on feedback to ensure your product truly minimizes the need for instructions. 6. In a world where attention spans are short, the best way to engage users is to let them dive right in. Design for action, not for reading ðŸ‘ hashtag#UX hashtag#productdesign hashtag#productmanagement","User Experience,Human-centered design",checked
"This innovative portable laptop stand, keyboard and touchpad is ideal for home users or digital nomads according to Mark Sparrow at Forbes. Check it out! #CasaPopUpDesk #logilife","Product Development,Innovation,User Experience,Customer centricity",checked
Another great Tech Tuesday Event talking all things User Experience with Petya Grady at Lokion!,User Experience,
"Up here, looking down from the peak of Aiguille Rouge at 3226 meters, it's hard not to be inspired. The mix of snow, sun, and clouds paints a picture of what balance looks like. It makes me think about how we can apply lessons from this stunning environment to the world of customer experience (CX), artificial intelligence (AI), and sustainability.I see AI as a powerful tool, like the sun lighting up these mountains, that can help us understand and cater to our customers better. We can use AI to predict what our customers need before they even know they need it. Like the way these clouds move and change, AI can help us be more adaptable and personalized in our approach.But, with great power comes great responsibility. Every innovation we make with AI needs to be weighed against its impact on our planet. Just as we marvel at the beauty of untouched snow, we need to protect the natural beauty of our world. We must strive for sustainability in everything we do, making sure that our advancements in CX and AI don't come at the cost of our environment.This photo, from the top of the world, is a reminder to me. It tells me that our work with AI and CX should mirror the balance and beauty of nature. It's a call to action to innovate responsibly, ensuring our technologies not only serve our customers but also protect our planet.Let's use AI and CX to create a future where technology and nature coexist in harmony, inspired by the breathtaking vistas like this one.hashtag#AI hashtag#CustomerExperience hashtag#Sustainability hashtag#Nature hashtag#Innovation","AI/Machine Learning,Customer centricity,User Experience",
