PostContent,URL,Theme
"This week, members of Ciscoâ€™s executive team and I had the opportunity to attend the World Economic Forum in Davos, and before heading home, I stopped by to visit our customers and employees in Copenhagen.
In Davos, we connected with a number of Cisco customers and government leaders from around the globe and discussed many of the challenges we are all facing. The good news is, it was incredibly clear that #technology is more important than ever and customers in all industries, as well as governments, will continue to invest in building out their technology strategies to be more resilient in the future.
I spoke on two panels - one with Francine Katsoudas and Shelley Zalis, CEO of The Female Quotient, on resilient leadership and another on the increasing importance of #cybersecurity. In particular, the theme of cybersecurity was a part of nearly every one of my conversations throughout the week, and Iâ€™m
excited for all that Cisco can continue to do to secure the world.
I was also honored to attend a small roundtable with
Ukrainian First Lady Olena Zelenska and other business leaders. I left that meeting inspired to do more to help them begin to rebuild and am working on plans for how Cisco can continue to have a positive impact for the people of Ukraine.
â€” In Copenhagen, we had the chance to connect with customers and government officials to learn more about the opportunities to
continue to digitize Denmark. I also had the privilege to speak at the AmCham Denmark New Yearâ€™s reception and chat with the US Ambassador to Denmark, as well as local leaders from both Danish and American companies, about the importance of the priorities in the country and their plans for the future.
I also hosted my first in-person Town Hall of the year with our fantastic Denmark team. Jeff Sharritts, Mark Patterson, and I had the chance to answer a number of insightful questions, and itâ€™s always a pleasure hearing the perspectives from our teams in the region.
Weeks like these keep me energized. Iâ€™m thrilled to continue to travel more in the new year and excited about whatâ€™s ahead for Cisco!",https://www.linkedin.com/posts/chuck-robbins-9b47a195_technology-cybersecurity-activity-7022221335737114624-S1vI?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"While regulations provide a starting point, minimizing cyber risk requires companies to go beyond basic compliance. Foster a culture of security, dedicate resources, and implement layered defenses. Read more of Lynx's hashtag#cybersecurity thoughts in hashtag#ForbesTech",https://www.linkedin.com/posts/lynxsoftwaretechnologies_council-post-no-excuses-prioritizing-security-activity-7124793048772853763-KBji?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"Our strategic collaboration with Boston Consulting Group to deliver enterprise-grade, secure generative AI helps businesses unlock greater levels of value from custom datasets while maintaining high levels of security and data privacy.
AI requires a truly democratized approach that enables more secure and scalable choice so enterprises can safely benefit from the technology.
By combining the complementary advantages of Xeon, Gaudi accelerators and production-ready hybrid cloud-scale software to power BCGâ€™s GenAI model, Intel is delivering new levels of customer productivity and efficiency across the diverse and emerging array of AI and deep learning functions that customers need to address new possibilities with AI.
https://on.bcg.com/3MliIQZ #BCG #GenAI #Xeon #Habana",https://www.linkedin.com/feed/update/urn:li:activity:7063905692448927744?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"5 conversations you wonâ€™t want to miss at ScaleUp:AI:
ðŸ” Unlocking value with AI
Leading organizations are already experimenting with AI to drive better customer experiences, uncover new revenue opportunities, optimize operations, and free up employees to focus on higher-value work.
ðŸ¤ Responsible AI scaling and ethical design
Experts will share tips for designing, training, building, and scaling ethical AI systems, from data governance to understanding output and everything in between.
ðŸš€ Collaboration and workforce transformation
Our speakers will share strategies for ensuring that AI enhances productivity without disrupting workflows and specific examples of how AI is supercharging the workforce and improving collaboration.
ðŸŒ How AI is transforming specific industries (and national security)
From AIâ€™s transformative role in cybersecurity and risk mitigation to leveraging real-time AI to improve patient outcomes, subject-matter experts will explain the transformational power of innovation in outdated, bureaucratic systems.
ðŸŒŸ Lessons from AI pioneers and insights for the future
Insights from an investorâ€™s perspective from working with AI scaleups and pioneers in the field, perspectives from the highest levels of leadership in some of the most innovative enterprises in the world, and predictions from co-authors of one of the most transformational papers in AI research.
REGISTER HERE: https://bit.ly/3PJtkJR",https://www.linkedin.com/posts/insight--partners_scaleupai-2023-activity-7119767736934637569-bem3?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"IoT devices have been proliferating for years, but as the world around us becomes â€œsmarterâ€, new risks surface just as quickly. It is encouraging to see the US federal government's continued emphasis on cybersecurity as a critical focus area.
https://lnkd.in/gDUw9yBP",https://www.linkedin.com/posts/dipak-golechha-8b9a209_the-biden-administration-is-tackling-smart-activity-7088178802043850752-7ozO?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"The SEC's new cybersecurity disclosure rules are another reminder that cybersecurity is one of the most critical risks to business continuity. Research has shown that for many companies, the mean time to remediate (""MTTR"") threats is well beyond four days. In those cases, simply remediating the issue would go beyond the four day limit. The timely launch of Palo Alto Networks Cortex XSIAM has the promise to bring MTTR down to hours, and then minutes. #cybersecurity #mttr #paloaltonetworks",https://www.linkedin.com/posts/dipak-golechha-8b9a209_new-sec-rule-requires-public-companies-to-activity-7090729732283002880-Z7Wu?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"For the first time, the World Economic Forum listed widespread cyber crime and cyber insecurity among the top 10 most severe short-term and long-term risks facing organisations and governments. As the world becomes more digitally engaged, effective cybersecurity will be of critical importance. #cybersecurity #cybercrime #cyber",https://www.linkedin.com/posts/dipak-golechha-8b9a209_davos-2023-pervasive-cyber-crime-and-cyber-activity-7024763732304019457-V9oH?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"Morgan Stanley's Exceptional Leaders / Exceptional Ideas series interviews Nikesh Arora, CEO & Chairman of Palo Alto Networks, to talk about the threat landscape, how the pandemic changed the approach to cybersecurity, and how a platform approach is inspiring better security outcomes. #cybersecurity #security #ceo #leaders",https://www.linkedin.com/posts/dipak-golechha-8b9a209_palo-alto-networks-evolving-to-stay-ahead-activity-7021982204331204608-0Fo5?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"â€œCybersecurity is a data problemâ€...The AI & ML embedded in our products leverages the unparalleled depth of data from our 60k+ active firewall customers to drive precise security outcomes and real time threat remediation. #cybersecurity #security #data #ai #ml
https://lnkd.in/gNUCerNx",https://www.linkedin.com/posts/dipak-golechha-8b9a209_palo-alto-networks-ceo-nikesh-arora-we-dont-activity-7070407179836542976-qcN8?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"We were pleased to have our CEO Nikesh Arora participate in a Fireside Chat at the Goldman Sachs Communacopia & Technology Conference this week. It was a fascinating conversation covering the strength of our three platform approach, new innovation & growth vectors, how new SEC regulations may impact customers, the future of cybersecurity, and more.
https://lnkd.in/gbR_qzTJ",https://www.linkedin.com/posts/dipak-golechha-8b9a209_we-were-pleased-to-have-our-ceo-nikesh-arora-activity-7105932816181325824-IKlW?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"At this yearâ€™s Kaseya Connect Global, we unveiled IT Complete 2.0, introduced our Cyber Insurance Fast Track Program for customers and announced two acquisitions!
Weâ€™ve expanded our Security Suite to include automated network penetration testing with Vonahi's technology and weâ€™ve grown our MSP Enablement Suite with audIT's automated sales presentation solution.
With more than 1,000 total integrations across Kaseyaâ€™s product suites, Kaseya provides a unified, seamless experience for its customers within IT Complete. To train IT and security professionals on the robust platform, Kaseya launched the Remote IT and Security Management Certification Program, modeled after Cisco and Microsoft's certification programs.
Read all about the news announced in this MSP Today article. And welcome to the Team, Vonahi and audIT!",https://www.linkedin.com/posts/fred-voccola_is-it-complete-20-from-kaseya-the-next-generation-activity-7058896975147982848-83Gi?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"Karen Schuler continues her series on assessing your Data Privacy Strategy. Thanks Karen these are great assessment tools which companies can consider in their data privacy strategy journey. Find out how your tech company can elevate its data privacy compliance strategy to build resiliency and growth, via BDO. hashtag#Cybersecurity hashtag#DataPrivacy",https://www.linkedin.com/posts/gregory-hayes-rtx_we-recently-celebrated-the-graduation-of-activity-7079086068892884993-FJoh?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"Our annual Tech CFO survey revealed that data privacy is a top business priority for 2023. One interesting takeaway: while 72% of tech CFOs say their companyâ€™s use of customer data fully adheres to data privacy policies, that leaves 28% who did not agree.
Check out the full report for more insights: https://lnkd.in/eH4BfRCs.
#data #privacy #tech",https://www.linkedin.com/posts/hankgalligan_bdo-digital-recognized-as-the-2023-microsoft-activity-7084246336065150976-N2cS?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"Tech leaders: Find out how you can help establish a strong foundation for your companyâ€™s privacy and data protection program with key considerations from BDO.
#Cybersecurity #DataSecurity",https://www.linkedin.com/posts/hankgalligan_is-your-revenue-platform-ready-to-scale-up-activity-7102436598419476480-UeTe?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"Over the past year, I've spent a significant amount of time engaging with hashtag#K12 leaders across schools and districts, and a recurring theme echoes loud and clear: the complex landscape of data management and accessibility. In my latest blog, I discuss why connected, secure, and accessible data is the foundation that schools need today to support every child and lay the foundation to leverage technologies like AI to personalize education for every student journey.",https://www.linkedin.com/posts/hankgalligan_new-accounting-standards-upcoming-effective-activity-7021113408469004288-uWvO?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"I was truly honored to speak at The White House at First Lady Dr. Jill Bidenâ€™s Back to School Safely: Cybersecurity Summit for K-12 Schools today.
Thank you, First Lady Dr. Jill Biden, Secretary of Education Miguel Cardona, Ed. D. Secretary of Homeland Security Alejandro N. Mayorkas, Deputy National Security Advisor Anne Neuberger and all others involved in this initiative.
As part of this effort across the government and private sector, we will continue our commitment to protecting and safeguarding every one of the 45 million students we serve and are proud to expand our current cybersecurity investments to provide free and subsidized security-as-a service trainings, tools and resources to all U.S. school districts.
Data privacy and security are the foundation of achieving PowerSchool mission to personalize education for every student journey.
#PowerSchool #Cybersecurity #personalizededucation",https://www.linkedin.com/posts/hardeepgulati_this-week-i-had-the-pleasure-of-attending-activity-7110742887243419648-avGm?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"Breaking news about cyberattacks on government agencies have underscored the vital importance of cybersecurity for all businesses, big or small.
These attacks can have far-reaching impacts. They can breach our data privacy, disrupt our businesses, and diminish our trust in digital systems. While large corporations may have the resources to navigate these threats, what about small to medium businesses?
- Risk Assessment: Identify digital assets, assess their value, and understand potential risks
- Security Measures: Implement cybersecurity measures such as strong passwords, multi-factor authentication, encryption, and regular software updates
- Incident Response Plan: Create a plan for responding to cyber incidents, including containment measures, stakeholder communication, and recovery plans. Regularly back up data",https://www.linkedin.com/posts/jbandy_trivista-named-a-top-50-consulting-firm-in-activity-7029171565019762688-rcxz?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"Edge Computing is a distributed computing standard that focuses on processing and storing data closer to the source of data generation, such as IoT devices or local servers. By doing so, it reduces the need to rely solely on centralized data centers or cloud services for data processing.
This approach offers several benefits, including reduced latency, improved processing speed, and enhanced data privacy. It can help optimize and enable faster, more efficient use of real-time data analytics to drive informed decision-making.
Additionally, Edge Computing can improve data security and privacy by reducing the amount of sensitive information transmitted and stored in centralized locations, which is particularly important in today's increasingly regulated digital landscape.
What are some of the deficiencies of using Edge Computing?
#distributedcomputing #datasecurity #iot",https://www.linkedin.com/feed/update/urn:li:activity:7033873008402276352?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"Cyber attackers would LOVE to get ahold of your data, here are some ways that they will try to take advantage of you on Valentineâ€™s Day:
- Phishing Scams: Cyber criminals may use Valentine's Day themes in phishing scams to trick people into revealing their personal and financial information. For example, they may send emails posing as a flower delivery service or a popular retailer, asking for login credentials or credit card information.
- Malicious Websites: People searching for Valentine's Day gifts or deals may inadvertently visit malicious websites that have been set up to spread malware or steal personal information.
- Fake Apps: People may download fake apps claiming to offer romantic gestures or special deals, but in reality, they may steal personal information or install malware.
- Social Media Scams: Cyber criminals may use social media platforms to spread Valentine's Day scams, such as fake giveaways or contests, in an attempt to trick people into sharing their personal information or handing over money.
To protect yourself from these and other cybersecurity risks, it's important to be cautious when clicking on links, downloading apps, or entering personal information online. Make sure to use strong passwords and keep your software and devices up to date with the latest security updates.
#cyber #cybersecurity #malware",https://www.linkedin.com/posts/jbandy_distributedcomputing-datasecurity-iot-activity-7061703863304671232-tAvr?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"As a person who often travels for work and uses my laptop to close out some work on a flight, here are a few things to think about:
Use a privacy screen filter: A privacy screen filter is a thin, plastic film that you can place over your laptop or mobile device screen. It obscures the view of your screen from anyone who is not directly in front of it, making it difficult for people sitting next to you or behind you to see what you're doing.
Adjust your screen brightness: By turning down the brightness of your screen, you can make it more difficult for others to see what's on your screen. This is especially useful if you're working on sensitive or confidential information.
Use a VPN: When you're traveling and using public Wi-Fi on a plane, your internet connection may not be secure. To keep your data and online activities private, you can use a corporate VPN.
#privacy #travel #remotework #cybersecurity",https://www.linkedin.com/posts/jbandy_business-innovation-data-activity-7054963198390632448-UkO5?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"Technology companies face the challenge of safeguarding their internal systems as well as their products and services trusted to power and protect businesses, governments and society. In this podcast, Grant Thornton National Leader for the Technology and Telecommunications Industries, Steven Perkins, and CrowdStrike specialists outline how technology companies can handle todayâ€™s cybersecurity threats.",https://www.linkedin.com/posts/janetmalzone_in-focus-international-womens-day-un-activity-7039248819351392256-oW2P?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"As data privacy laws and requirements continue to emerge and evolve, make sure that your organization has the structures and processes in place to meet new requirements and protect the customers whoâ€™ve entrusted you with their data. #data #privacy",https://www.linkedin.com/posts/janetmalzone_esg-activity-7100893255768162306-KofZ?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"In Q2 2023, Kroll's CTI team noted that supply chain was the primary #cybersecurity challenge faced by organizations. Find out why in our Q2 2023 #CyberThreatIntelligence webinar.
Register now:",https://www.linkedin.com/feed/update/urn:li:activity:7087597071058272256?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"Ed Starkie, Associate Managing Director in Kroll Cyber Risk, provided an eye-opening take on the EU's General Data Protection Regulation (GDPR) and finding the delicate balance between profit potential and ""Privacy By Design"".
Read the article published in World Finance Magazine:",https://www.linkedin.com/feed/update/urn:li:activity:7044005656084828161?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"Cyber risk president Jason Smolanoff and global chief economist Megan Greene discuss geopolitical and economic risks from a cyber perspective as the World Economic Forum #WEF kicks off in Davos: https://lnkd.in/ehjWsxgJ
Kroll Cyber Risk",https://www.linkedin.com/feed/update/urn:li:activity:7082353704078639104?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"AI can have an enormous impact on the UK - with the potential to create over Â£400 billion(!) in economic value for the economy by 2030. But we've always said that to have a healthy economy, everyone must have the opportunity to participate. That's why for years we've been focused on digital skills training, delivering free training to more than 1 million Brits in more than 500 locations across the UK since 2015.
Today, we're expanding our digital skills training to include AI - and offering new, free AI training to everyone in the UK. Our new AI-focused New Fundamentals training series offers people and businesses practical skills and knowledge to capture the benefits of AI, whether it's to save time, get a new job or grow their business. Google experts have designed 10 easy to follow modules that are packed with practical advice and tips focused on essential AI skills, including two that launch today:
âž¡ Grow your Productivity with AI: An introduction, for everyone, to the smartest ways AI tools can save you time. It includes an explanation of what AI is, how it already helps out in everyday products, what Large Language Models are and what they can do, and how to be much more productive with AI - from brainstorming new ideas, to writing code, or reducing the burden of administrative tasks; and
âž¡ Understanding Machine Learning: A module designed specifically for small and medium-sized businesses leaders, this course teaches the potential of machine learning to improve efficiency, reduce costs, and drive growth. According to the Federation of Small Businesses (FSB), only 2% of British small and medium-sized businesses are using machine learning tools: so there's huge potential to expand.
Yesterday Google leaders Debbie W. and Ruth Porat, SVP and CFO Google and Alphabet, joined 85 enthusiastic learners - the first to complete the training - at a Google Digital Garage event. And we're excited to release the next eight modules in the coming weeks, covering topics like how to use data, cloud computing, cybersecurity, and leadership in a digital world â€“ skills and expertise needed to run an AI-enabled business.
Read more & find out how to take the courses here â¬‡",https://www.linkedin.com/feed/update/urn:li:activity:7067048463359750144?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"I hope you will take a few minutes to read this thoughtful post from Kent Walker from Google about our approach to bold and responsible innovation in AI. Amongst many other areas, he lays out a set of core policy principles to help guide the journey:
- Build on existing regulation, recognizing that many regulations that apply to privacy, safety or other public purposes already apply fully to AI applications.
- Adopt a proportionate, risk-based framework focused on applications, recognizing that AI is a multi-purpose technology that calls for customized approaches and differentiated accountability among developers, deployers and users.
- Promote an interoperable approach to AI standards and governance, recognizing the need for international alignment.
- Ensure parity in expectations between non-AI and AI systems, recognizing that even imperfect AI systems can improve on existing processes.
- Promote transparency that facilitates accountability, empowering users and building trust.",https://www.linkedin.com/posts/karen-desalvo-0b4606b_how-to-build-a-clinical-team-in-a-technology-activity-7052303774635229184-TlOs?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"In his newest Fast Company article, Alteryx CEO Mark Anderson explains why Cloud ðŸ‘ Platforms ðŸ‘ Win ðŸ‘
Why? The desire to reduce complexity, improve reliability and efficiency, and drive transformational business outcomes is universal. Read the article as Mark dives into:
âž¡ï¸ How cloud platforms can help your business achieve its goals
âž¡ï¸ The five considerations you need to make when evaluating a platform
Check it out now ðŸ‘‰ http://ow.ly/rjGg104AXcz
#AnalyticsForAll #CloudAnalytics",https://www.linkedin.com/posts/kevinwwilliams_pfizer-is-a-leader-in-lgbtq-workplace-inclusion-activity-7136531837744500736-Avk0?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"Last week, I sat down with Bloomberg Taxâ€™s Amanda Iacone to discuss the Big Fourâ€™s continued adoption of AI technologies. At Alteryx, we see many organizations exploring generative AI in a cautious, responsible way. Companies want to fully understand the implications of deploying these technologies in their businesses before jumping in.
Read more here:",https://www.linkedin.com/posts/kevinwwilliams_health-equity-lgbtq-older-adults-of-color-activity-7094405760603799552-nCS9?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"Our Managing Partner Seth Boro shares his insights on strengthening public-private partnerships in #cybersecurity in a recently published article on Dark Reading.
Seth argues that despite operating in different spheres, the public and private sectors share similar challenges and goals in protecting the digital economy and society. He outlines four practical ways to advance stronger public-private partnerships:
1ï¸âƒ£ Understand the motivations of threat actors
2ï¸âƒ£ Focus on fundamental cyber hygiene
3ï¸âƒ£ Drive innovation through business discipline
4ï¸âƒ£ Promote systematic and specific information sharing
Read the full article for his perspective on collaboration in cybersecurity: https://lnkd.in/eMRqp7NK",https://www.linkedin.com/feed/update/urn:li:activity:7039596518516883457?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"We are proud to sponsor the Cyber Consortium, a new collaborative community of CEOs, CISOs and other cybersecurity professionals from across the private and public sectors, from former national cyber defense professionals to experts from Fortune 500 companies, as well as our cybersecurity investors and executives from our cybersecurity portfolio companies.
The Consortium has a shared mission of providing insights on sector risks and trends, fostering dialogue among industry leaders and sharing key learnings to help companies identify and navigate the increasing number of cybersecurity threats.
â€œWith one of the largest cybersecurity portfolios in private equity, we are proud to sponsor this Cyber Consortium and bring together our network of leading cybersecurity experts who are eager to share their expertise for the benefit of the whole industry,â€ said our Managing Partner Seth Boro.
Visit the website to learn more: https://lnkd.in/ewwnRqVX #cyberconsortium #cybersecurity #cyberdefense #privateequity",https://www.linkedin.com/feed/update/urn:li:activity:7035999769202180096?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"Qlik Intends to Acquire Talend â€“ Delivering Comprehensive Data Integration to Accelerate Cloud Modernization: bit.ly/3Qlwpjy
â€œWe are excited about this proposal to have two of our leading portfolio companies join forces to accelerate the vision of making a difference in the world through data,â€ said Managing Partner Seth Boro.",https://www.linkedin.com/feed/update/urn:li:activity:7058921793956245504?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"ðŸ’¡ Did you know: By integrating AuthenticID's identity-proofing solution into PingOne #DaVinci, users can verify government-issued IDs with 99%+ accuracy and match a selfie image to the ID for enhanced biometric security. Check out our listing to learn more: http://ow.ly/pBQn50MncZY
Visit our directory to explore all of our 1,800+ powerful and dynamic IAM #integrations: http://ow.ly/Jkt750Fae7R",https://www.linkedin.com/feed/update/urn:li:activity:7077718614279114753?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"When CEO & Founder Mark McClain started SailPoint 17 years ago, he only had a glimpse of how important #identitysecurity would become for some of the worldâ€™s largest organizations. Since then, SailPointâ€™s software has become integral to helping companies ensure that their employees have access to the information that they need. Hear our Managing Partner Seth Boro and SailPoint's Mark McClain discuss the partnership that led to our first-ever IPO of a portfolio company and more on this episode of Thoma Bravo's Behind the Deal podcast.
ðŸŽ™ï¸ Listen and subscribe: https://bit.ly/3Z8Ny2B #behindthedealpodcast #privateequity #identitymanagement",https://www.linkedin.com/posts/thoma-bravo_lattitude2023-ugcPost-7114967322854842368-yWZp?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"Our Managing Partner Seth Boro shared insights on a panel of #cybersecurity executives at the 2023 Milken Institute Global Conference titled ""Digital Defense and Diplomacy: Enhancing Global Cyber Coordination.""
In his remarks, Seth emphasized the importance of public-private partnerships and information sharing in combating cyber threats: ""We think it's only beneficial to everybody to have a very tight public-private partnership and collaborate and work on this massive problem together that is only getting bigger, more sophisticated, more real-time and drives the need for tremendous collaboration and communication.""
Watch the panel here: https://lnkd.in/ePixXmS7 #MIGlobal",https://www.linkedin.com/posts/kristin-nimsger_embraceequity-iwd2023-activity-7039288195846443008-KUx3?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"Itâ€™s an honour to be taking on the role of President at the European Federation of Pharmaceutical Industries and Associations today.
This is a critical time for our industry in Europe. With a new EU pharmaceutical legislation on its way, thereâ€™s a lot at stake. Together with my new colleagues in the Presidency, Stefan Oelrich from Bayer | Pharmaceuticals and David Loew from Ipsen we hosted a press conference today to share our concerns with the current proposal. Our message is clear - if not revised, it will harm access to medical breakthroughs for #europeans. We want to play our part in ensuring a #healthier Europe, but we need the regulatory framework to be globally #competitive and #resilient. Here we face challenges: Europe is losing ground in R&D â€“ the lifeblood of our industry - with investments flowing more rapidly elsewhere. Now, more than ever, our sector needs the right policy framework and regulatory environment alongside excellence in #science and #skills , if weâ€™re to help change the trajectory of Europe for the better. EFPIA - European Federation of Pharmaceutical Industries and Associations and the European Commission share the same goal. We want to increase patient access to medicines across Europe and strengthen the competitiveness of our pharma sector. But, in our view, the proposal from the Commission risks undermining this goal in some important ways. Crucially, regulatory data protection need to be strengthened, rather than cut, to close the competitiveness gap. I believe in the potential of Europe, and I believe in the potential of our sector. In my time as the President of EFPIA, I am committed to working in partnership with our stakeholders to help fulfil this potential.",https://www.linkedin.com/posts/larsfruergaard_dialogue-activity-7075514355689107457-jCG4?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"Iâ€™m a huge fan of the work of Scott Aaronson, Founding Director of the Quantum Information Center at The University of Texas at Austin and AI Safety Researcher at OpenAI. Hereâ€™s a peek at our recent conversation, discussing the true impact of quantum on data privacy and security.",https://www.linkedin.com/posts/markbarrenechea_opentextworld-opentext-activity-7104136216199008257-fmHh?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"We heard from customers in Europe, India, Australia, Japan, and many other regions that, as part of their privacy programs, that they need solutions to localize data in order to meet their regulatory obligations. So we stepped in to help. https://cfl.re/3XXlOxv #DataPrivacyDay",https://www.linkedin.com/feed/update/urn:li:activity:7072578752391651328?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"With Data Privacy Day just a few days away, we think itâ€™s important to focus on all the ways security measures and privacy-enhancing technologies help keep personal data private and why security measures are so much more critical to protecting privacy than merely keeping data in a jurisdiction because regulators think that jurisdiction has stronger laws than another. https://cfl.re/3j4BHDD
#DataPrivacyDay",https://www.linkedin.com/posts/lance-ophof_cloudflares-2023-annual-founders-letter-activity-7113534099008479232-9kFE?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"Cloudflare does a whole lot, all under one dashboard, with fixed pricing.
CIOs, CISOs, CTOs, IT Directors, DevOps Engineers, VPs and all others, as you look to consolidate vendors, simplify IT management, and reduce costs, take a look at Cloudflareâ€™s large product suite leveraging its own global Anycast Network of 175+ Tbps capacity.
(there's even more but there's only so much I can add to a wheel before your brain starts spinning)
Cloudflare Area 1 Security Cloudflare #zerotrustsecurity #security",https://www.linkedin.com/posts/stefan-sieber-9a75193_hyperdrive-making-databases-feel-like-they-activity-7113807687250796544-6Cp8?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"We need a new approach to cybersecurity to keep pace with increasing cyberattacks and a fragmented security market. Zero Trust will become the foundation for a new level of security in a highly distributed world where everything is connected. We're embedding Zero Trust capabilities in our products for a simpler, more secure operating environment. Never trust. Always verify. #cybersecurity #zerotrust
https://lnkd.in/dza_CHJf",https://www.linkedin.com/posts/mdell_vxrail-for-edge-cool-enough-for-the-data-activity-7026274364228595712-Z5-y?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"Our Dell Technologies #PowerStore storage system has security features built in that ensure the protection of systems, access and data. This includes at rest encryption, self-encrypting drives, read-only immutable snapshots, anti-virus protection, and secure access protocols. The system also integrates with Dell's CloudIQ which provides cybersecurity assessments and AIOps monitoring, as well as a robust corporate strategy for cybersecurity and Secure Development Lifecycle. #PowerStore Gen2 hardware includes a Hardware Root of Trust (HWRoT) feature that provides immutable silicon protection and prevents malicious modifications. Dell's zero-trust approach aligns with the U.S. Department of Defense standards, assuming every user and device is a potential threat, applying the principle of least privilege and multifactor authentication, and verifying access to assets.",https://www.linkedin.com/posts/mdell_help-mitigate-the-risks-associated-with-outdated-activity-7026540228387495936-Utow?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"Thanks to our customers for making Dell Technologies #1 in Data Protection Appliances and Software, providing modern cyber resilience. And now our new Dell PowerProtect Data Manager is #1 in customer satisfaction/NPS ðŸ™ðŸ†ðŸ¥°",https://www.linkedin.com/posts/mdell_dell-powerflex-45-is-now-available-itzikrs-activity-7114993421693423618-kTlW?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"As #PrivateEquity firms face a heightened volume of #cybersecurity threats, it has become increasingly urgent for teams to develop robust cyber strategies that will help them take a proactive approach to mitigating risk. For funds overwhelmed by increasing cybersecurity budgets, a strategic, phased approach driven by steady improvements to technology can help guard against ongoing threats. We interviewed a number of our EY-Parthenon clients to get a pulse on the current private equity cyber risk landscape and hereâ€™s what they had to say about the challenges theyâ€™re facing and the strategies theyâ€™re taking for solidifying their defenses.",https://www.linkedin.com/posts/mitchberlin_pe-sellers-use-earnouts-sellers-notes-to-activity-7052662277711245312-mAUO?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"In this KBKast podcast episode, Mike Zachman, Zebraâ€™s VP & CISO, discusses the benefits of automation in security processes, including enhanced data protection, faster threat detection, and freeing resources for strategic tasks. He also addresses implementation challenges, the importance of accurate reporting, and the role of high-fidelity signals in automation. Listen to uncover insights on utilizing automation for better security. https://lnkd.in/gWmFaUFW",https://www.linkedin.com/posts/nathan-winters-13b0a012_zebra-tops-its-category-on-fast-companys-activity-7084860979838128128-XDwQ?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"Sharing a short article from our Partner SiÃ¢n Townson from last year that came to mind now that the initial excitement of generative AI is being met with more robust questions around ethics, bias and data privacy.
If AI has the potential to benefit everyone, then itâ€™s fair to say how we think about the associated risks is also everyoneâ€™s challenge. https://owy.mn/41c5EmE
#AI #AIRisk #ChatGPT",https://www.linkedin.com/posts/nickstuder_risk-riskmanagement-riskmanagementframework-activity-7062391479347892224-1Mn2?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
