Post Content,Themes,Thought Leadership?
"Blockchain is of utmost importance in B2B payments as it provides a secure and transparent platform for conducting transactions, eliminating the need of intermediaries and reducing the risk of fraud. Additionally, blockchain technology enables faster settlement times, improves efficiency, and lowers costs, making it an essential tool for businesses engaged in cross-border transactions.","Data and Analytics,Innovation,Research & Development",checked
"What's the difference between POC, Prototype, Pilot and MVP? A Proof of Concept (POC) validates the feasibility of a concept.A Prototype is a more advanced model showcasing the product's appearance and some functionality.A Pilot is a limited deployment of the product to a specific audience or in a specific region for testing purposes.A Minimum Viable Product (MVP) is the most basic version of the product with enough features to meet early adopters' needs and gather feedback for further development.The differences between these methods are illustrated in the diagramâ€žThey are used at different stages in the development processThey need more or less resources.They vary in fidelity, level of detail or completionThey may have different scope (i.e. testing parts of or the whole)â€œThe horizontal axis indicates how â€œcompleteâ€ it is, ranging from idea to implemented solution. And the vertical axis indicates the â€œunit of testingâ€, whether that be parts (elements of the solution) or the whole.Link to source: https://lnkd.in/ekqui7hrhashtag#innovation hashtag#tech hashtag#Cloud hashtag#software hashtag#AIâ€¬ hashtag#ML hashtag#MVP","Product Development,Innovation",checked
"Mastering the art of AI means maximizing its full potential.With new technologies and tools in the DevOps game, developer productivity is an important concept that requires a combination of technical and organizational factors. Paying attention to developers and finding the right tools to make their jobs easier (not more complicated!) can improve productivity overall. The infographic below illustrates how the implementation of Hummingbird AI can significantly elevate developer productivity, expediting your DevOps processes.Want to give Hummingbird AI a try? Try the beta in the link below. hashtag#Opsera hashtag#HummingbirdAI hashtag#Beta hashtag#ArtificalIntelligence hashtag#AI hashtag#Tech hashtag#TechIndustry hashtag#SoftwareDelivery hashtag#DevOps","AI/Machine Learning,Product Development,Innovation",
10 Types of Innovation: The Art of Discovering a Breakthrough Product ðŸ’¡From our 2020 archives: https://lnkd.in/e_yR2yQhashtag#innovation hashtag#businessgrowth hashtag#innovationwheel,Innovation,checked
"No one likes to clean up a mess. Our TheramSet PET jars are not only more sustainable than glass, but also are shatterproof. Learn more: https://buff.ly/40IhBjshashtag#sustainability hashtag#environment hashtag#packagingsolutions hashtag#recycle hashtag#reduceghg hashtag#lowercarbonfootprint hashtag#sustainablesolutions hashtag#sustainableoperations hashtag#grahampackaging","Innovation,Product Development",
"We are seeing a growing interest in #EVs from our customers. If you’re one of them, Sean Tully, manager of Electric Mobility at Eversource Energy, has advice for how people can get started on their EV journey. Watch the full interview on Mass Appeal with WWLP-22News. #electricmobility #climatechange #cleanenergy","Innovation,User Experience",
"Besides GPT from OpenAI. There are many powerful LLMs available, and some of them are open-source.LaMDA and Bard are probably the most famous ones besides GPT, and we also have WuDao 2.0, a powerful Chinese LLM with 1.75 trillion parameters; we have Jais focus on understanding and generating text in Arabic and English, etc.These are just a few examples of the many LLMs that have been developed and published.We are living through a profound moment in the history of technology, and this is well-reflected in the stock market. While the S&P 500 has increased by around 12% this year, Meta is up 162%, symbiotic AI has risen by 180%, and Nvidia has surged by 220%.There is a significant influx of money into AI technology and AI startups, and it's becoming interesting that giants such as Google, Salesforce, and Microsoft are not betting on a single horse; instead, each of them has invested in multiple companies.*Bubble size is no. of parameters.Image credit to level up coding______________I share my learning journey and the interesting things in AI and ML here. Join me and let's grow together.For learning materials on AI, ML and Data Science, please check my previous posts. Alex Wang","AI/Machine Learning,Data and Analytics,Innovation",
"One of the most gratifying parts of the work we do here at DigitalAI is to hear how our customers are using our products and platform to drive innovation, customer impact and business value.  When the ambitious Irish National Broadband Plan led by NBI was tasked to deliver fiber optic cables to over 569,000 premises in rural Ireland, they turned to DigitalAI to help drive automation, speed and innovation.  Read more about their journey... https://bit.ly/47e27qlhashtag#NationalBroadbandPlan hashtag#NBI hashtag#DevOps","AI/Machine Learning,Customer centricity,Innovation",
"As 2024 approaches, PURA is set to launch Cycle 2 of the Connecticut Innovative Energy Solutions (IES) Program, which is designed to serve as a regulatory sandbox where innovative electric grid modernization technologies, programs, and services can be tested with the goal of statewide deployment.  Cycle 2â€™s theme, Empowering Electrification, will focus on replacing direct fossil fuel use (e.g., propane, heating oil, gasoline) with electricity in a way that reduces overall emissions and energy costs, across all sectors. The program will be accepting concept proposals from Jan. 1, 2024 through Feb. 1, 2024.A webinar on Cycle 2 of the IES Program will be held on Dec. 20, 2023 at 2:00 p.m.Register: https://lnkd.in/dzEv-x7w Learn more: https://lnkd.in/dXpWa6Fv","Product Development,Innovation",
"Thank you, John Lynn, for the opportunity to share some quick thoughts on what’s on top of mind for healthcare CIOs

#chime23fall #generatieveai #aiinhealthcare #digitaltransformation",Innovation,checked
"We are getting a GRIP! 
 
The world’s largest dynamic line ratings project and the first ever grid forming inverter on a renewables microgrid are two innovative initiatives that will be part of an exciting Dominion Energy project that was recently selected by the DOE Grid Deployment Office for funding under the Grid Resilience and Innovation Partnerships (GRIP) Program, as part of the Infrastructure Investment and Jobs Act (IIJA). 

As more solar, wind and storage are deployed, these projects will provide our grid operators with better tools for managing dynamic conditions on the grid. Kudos to our Dominion Energy team – Marlu Deverick, Matthew Gardner, Kevin Jones, Robert Mason, Mark McVey, Rick Siepka, Aaron Tickle, Micah Till, Robbie Wright, Heather Eades, Susan King, and the countless other teammates who have been supporting this project behind the scenes. ",Innovation,
How will hashtag#Identity based security evolve in 2024? Increased use of hashtag#CIAM solutions and advanced tech like hashtag#ML and hashtag#AI are expected to strengthen hashtag#security capabilities and enhance user experiences. Thanks to @Forbes for discussing with me. @Deloitte. hashtag#cyber,"User Experience,Innovation",
"What an energizing day taking the stage at our 2023 Investor Conference in New York this last Wednesday! It was a privilege to show our vision for the future of health care technology and the impact of Generative AI at true scale to enable better health outcomes. As we said on stage, the digital age is now! #GenAI is driving innovation at scale across UnitedHealth Group to solve our consumers’ most frustrating pain points, support our frontline workforce and enable clinicians to practice at the top of their license. 
 
I’m grateful to have shared this experience with my fellow colleagues, bringing to life our mission to help make the health system work better for everyone and help people live healthier lives. Check out the highlights from an awesome #UHGIC23 here: 
https://lnkd.in/e_J5BaFX
#genai 
#UHGIC23
#unitedhealthgroup 
#OptumTech
#restlessness
#compassion
#accountability 
#100x 
Zack Sopcak","Innovation,AI/Machine Learning",
"In this era of digital health transformation, it is imperative to strike a delicate balance between reaping the benefits of AI and doing it safely. I'm pleased to announce our latest publication, co-authored with Kevin Mooney, Esq., Senior Director of Enterprise Data Governance. This article emphasizes the importance of a holistic, multidisciplinary approach to accelerate digital innovation while safeguarding sensitive patient information.","Innovation,Data and Analytics,AI/Machine Learning",checked
"In this era of digital health transformation, it is imperative to strike a delicate balance between reaping the benefits of AI and doing it safely. I'm pleased to announce our latest publication, co-authored with Kevin Mooney, Esq., Senior Director of Enterprise Data Governance. This article emphasizes the importance of a holistic, multidisciplinary approach to accelerate digital innovation while safeguarding sensitive patient information.","Innovation,AI/Machine Learning",
"Grateful to the many partners, investors and colleagues who joined UnitedHealth Group's Investor Conference last week. Our CEO, Andrew Witty, shares his thoughts on our commitment to delivering scalable innovation across the health care system and creating more value for the consumers and stakeholders we serve. Please also see the quickly downloadable materials from colleagues across our organisation.

#healthcare #innovation #GenAI #investors

Andrew's letter: https://lnkd.in/eXDDU7yp

Materials - quick downloads by area: https://lnkd.in/eFMVVRQ5","Company Updates/News,Innovation,Value Creation",
"Optimize your advanced planning systems (APS) transformation by integrating cutting-edge tech with profound organizational insightâ€”crafting a strategy that delivers enduring impact.In our latest blog, McKinsey Operations experts explore how companies can improve planning and performance through deep end-to-end process revamps and the integration of APS to embed resiliency, effectiveness, and efficiency demanded in todayâ€™s environment.Learn more âž¡ï¸ https://lnkd.in/gVvm7B_vhashtag#supplychain hashtag#advancedplanningsystems hashtag#APS","Organizational Change Management,Innovation",checked
"What an energizing day taking the stage at our 2023 Investor Conference in New York this last Wednesday! It was a privilege to show our vision for the future of health care technology and the impact of Generative AI at true scale to enable better health outcomes. As we said on stage, the digital age is now! #GenAI is driving innovation at scale across UnitedHealth Group to solve our consumers’ most frustrating pain points, support our frontline workforce and enable clinicians to practice at the top of their license. 
 
I’m grateful to have shared this experience with my fellow colleagues, bringing to life our mission to help make the health system work better for everyone and help people live healthier lives. Check out the highlights from an awesome #UHGIC23 here: 
https://lnkd.in/e_J5BaFX
#genai 
#UHGIC23
#unitedhealthgroup 
#OptumTech
#restlessness
#compassion
#accountability 
#100x 
Zack Sopcak","Innovation,AI/Machine Learning,Company Updates/News,Value Creation",checked
"More and more, top medical organizations are using analytics to personalize care. As part of its future Innovation Institute, Shepherd Center will establish a data analytics program to advance precision rehabilitation for people experiencing the most complex conditions, including spinal cord and brain injuries. â€œShepherd Center is uniquely positioned to join other leaders in transforming healthcare for the future,â€ says Deborah Backus, PT, Ph.D., FACRM, vice president of research and innovation at Shepherd Center. Learn more about how organizations are deploying analytics. https://lnkd.in/gXa9tkCd hashtag#PursuingPossible","Innovation,Data and Analytics",checked
"Holy cow! 
 
We seized the moo-ment to visit five dairy farms in Colorado and Texas as part of our renewable natural gas (RNG) business. These projects are in various stages of construction, commissioning and operations, and they are really moo-ving! 
 
In partnership with Vanguard Renewables, we are capturing manure at these sites, converting it into clean, renewable energy. This provides clean energy, reduces greenhouse emissions coming from the farms, and turns their historical operating cost into a new revenue source.","Company Updates/News,Innovation",
"I commend the Massachusetts Department of Transportation (MassDOT) for outlining a plan that leverages National Electric Vehicle Infrastructure (NEVI) program funding to add more DC fast chargers along major roads. The state will need an estimated 10,000 publicly accessible electric vehicle chargers by 2030 to support future hashtag#EV adoption. We expect to move quickly on these efforts over the next several years, and Eversource will be supporting MassDOT through our EV charging programs.","Company Updates/News,Product Development,Innovation,Customer centricity,User Experience",
"Iâ€™m thrilled and humbled with the long list of innovations our cross functional team has worked tirelessly to launch at re:Invent this year. The collaboration these launches took has been incredible, and the way weâ€™ve rallied across disciplines has been nothing short of inspiring. Iâ€™m especially proud of our UX Design & Research team and the role they played bringing these new generative AI capabilities to our customers, helping them revolutionize their CX.hashtag#TeamPride hashtag#GlobalInnovation hashtag#genai hashtag#reinvent2023 hashtag#amazonconnect hashtag#aws hashtag#awsapplications hashtag#ai hashtag#ux hashtag#cx","Innovation,AI/Machine Learning,User Experience,Customer centricity,Human-centered design",
Mananalu â€“ the aluminium-bottled water brand â€“ announced the launch of its limited-edition â€œAquamanâ€ bottlehashtag#aluminium hashtag#metalpackaging hashtag#Aquamanhttps://ow.ly/q3MF50QcPe8,"Product Development,Innovation,Customer centricity",
"Itâ€™s the most wonderful time of the year! The last Optum Tech town hall of 2023 was a huge celebration of all that this amazing team has accomplished all year with a winter wonderland setting.Â Â We celebrated the incredible progress weâ€™ve made in 2023 to deliver quality solutions to our users, and we were inspired by outside perspective from two very special guests: Julie Sweet and Michael Dell A huge thank you to JulieÂ for joining us from Accenture to talk tech trends and personal career growth with our very own Julie Durham, and to Michael fromÂ Dell TechnologiesÂ for speaking with Daniel Kueter and the team about the value of going zero distance to listen to customers. Iâ€™m grateful to Santiago Abraham, Paul Weymouth, Mouli Venkatesan, Francois Charette, Thomas Kiss, and Latha Budideti too for sharing some of the brightest and best work across our teams from the past 12 months including our Generative AI programming automation work. Finally, a big big big thank you to all of Optum Tech and our partners for helping us go 100X in 2023.Â The progress we made in Digital, AI, Cyber, Cloud, Data and all our products and platforms was possible because of the extra oomph you put in and an amazing leadership team.Â Tech has never had a higher purpose. Happy Holidays! hashtag#100x _______________________","AI/Machine Learning,Innovation,Data and Analytics",
Itâ€™s been an amazing year of firsts in the field of electric propulsion!,Innovation,
"We are hosting our first reverse pitch session at the Houston Methodist Tech Hub at Ion Houston with Dr. Evan D. Collins, MD, MBA tomorrow (Dec 13th 4-5:30pm).

The reverse pitch model brings together healthcare experts with innovators, disrupters, entrepreneurs, and other like-minded individuals to collaborate on innovative solutions within the healthcare industry. Dr. Collins will share a short presentation about his clinical work and current challenges and then open the floor to discussion for new creative solutions.

Please join us!",Innovation,checked
"Supplier Testimonial â­ ""The partnership between Univar Solutions and Solvay has been outstanding."" Jennifer Zientek shares how we help our specialty ingredient supplier partners take innovations to market faster âœ…Learn more about ActizoneÂ® F5, a 24-hour sanitizing technology designed to provide an effective cleaning performance ðŸ–±ï¸ https://bit.ly/3RHMClrhashtag#TogetherWeWin hashtag#Cleaning hashtag#Ingredients hashtag#Solvay","Product Development,Innovation",
"This article is written by Trent Fulin, SVP and Chief Executive Officer, Houston Methodist Cypress Hospital, about the future bets for our smart hospital.","Innovation,Human-centered design,AI/Machine Learning,Customer centricity",checked
"Prepare to be pioneered with George T ‘Buddy’ Hickman, Chief Strategy Officer at First Health Advisory , developing and maintaining client trust by providing informed, responsive, and adaptable risk and asset management services that are solely focused on health organizations.

On Episode 27 of Patient Journey Pioneers, we’ll delve into:

📈 The world of healthcare incentives and funding, especially for organizations facing financial constraints

👩‍💻 The profound personal significance of the healthcare sector’s mission and the pivotal role that individuals play in propelling technological advancements within the field

Stay tuned; the episode goes live later this week!

#PatientJourneyPioneers #digitalhealth #patientjourney #HealthIT",Innovation,
"Excited to share #Frostbank's approach being recognized as a leader in formulating AI Strategy, #proudmoment to be part of the team , Come join us and get #data right and support an effective #aistrategy","Innovation,AI/Machine Learning,Research & Development",
"Big news from Samooha by Snowflake today! We have entered into a definitive agreement to be acquired by Snowflake. A momentous day for the team at Samooha and I canâ€™t be more proud of and excited for them. Samooha, means â€œA band of people is a group of people who have joined together because they share an interest or belief.â€ There could be no better characterization of the people in this team who have come together. Samoohaâ€™s founding hypothesis has been that the newest frontier of data and AI will be built on secure data sharing and collaboration foundations. I have long admired Snowflakeâ€™s innovation in modernizing the data stack by making privacy and security a foundational product principle and technology pillar. It was only natural to partner with Snowflake from inception, as a platform we started building on. Starting from there to today, where the opportunity of bringing secure data collaboration as a multi-industry category application as a part of Snowflake is beyond exciting for us at Samooha. The prospect that clean rooms become a first class application be it a supply chain logistics enterprise, a pharmaceutical or life sciences company or a media platform is a reality we will unleash across the Snowflake ecosystem. Even more exciting than the opportunity itself is the people I get to do this with. First and foremost is my cofounder Abhishek B. with whom this journey has been inspirational and invigorating taking innovation to another level. While it's been a thrilling ride so far, we have an even bigger defining frontiers ahead of us as we continue our story at Snowflake. Brad Gerstner, your partnership has been beyond instrumental in shaping our journey so far and I am eternally grateful for it.Christian Kleinerman Grzegorz Czajkowski Carl Perry, Stefan Williams we are excited to be a part of Snowflake and look forward to continuing our journey at Snowflake. hashtag#snowflake hashtag#snowflakedatacloud https://lnkd.in/gW4wX8pv","Value Creation,AI/Machine Learning,Innovation",
"Today, we wrapped up a kaizen at the Graham Packaging Altavista plant. This kaizen focused on improving processes in our Supply Chain/Warehouse systems. The team and I worked to re-organize the Shipping and Receiving work space to better accommodate our increased shipping schedules as well as 5Sâ€™d the work space to improve document control and sustain our efforts. Additionally, we formalized five key processes, creating step-by-step work instructions in an effort to move away from â€œtribal knowledgeâ€ and clearly define daily tasks for our Warehouse team. Special thanks to Robert Godsoe and his team for their efforts and time right before the holidays! Had a blast!",Innovation,
"As we wrap up this year, I want to give you a sneak peek at what is going on with our Coastal Virginia Offshore Wind (CVOW) project components. 
 
The transition pieces, which will attach to the monopiles, and subsea cable, which will be buried under the sea from the offshore substations to the shore, are really coming along at the CS WIND Offshore facility in Aalborg, Denmark, and the Prysmian facility in Pikkala, Finland. Also, the next shipment of monopiles from Rostock, Germany, will arrive in Portsmouth soon. 
 
And the first of our three offshore substation topsides was recently loaded on a barge in Seville, Spain, by TECADE, S.A.U, so it can travel to the Bladt facility for final outfitting before coming to its forever home in Virginia.","Innovation,Company Updates/News",
We have some very exciting activity happening across Honeywell to further enhance our recently announced Mega trends while simultaneously building upon our customer and partner relationships. See John Waldron’s perspective below. #honeywell #GenAI #futureshapers #innovationinaction,"Innovation,Digital transformation,Organizational Change Management",checked
"2024 promises to be a year where AI unlocks incredible possibilities for businesses like yours. Here are 10 trends poised to propel us forward:1. Democratizing Innovation: Forget data science degrees â€“ AI platforms are becoming friendly neighbors, empowering even small businesses to tap into the power of insights and boost revenue- personalized menus driving 15% order upticks like that local food chain did! Ketan Awalegaonkar2. Data Unleashed: The treasure trove of 80% of your data, currently gathering dust, is about to get unearthed. AI's NLP (and of course chatGPT + Bard)and data extraction magic will unlock hidden gems Sandeep Singh3. AI-powered Service Champions: 24/7 chatbots and voice assistants will become your ultimate customer service crew. Personalized recommendations, instant resolutions, and happy customers â€“ hello, pharma company using AI to streamline virtual trials! Dr. Reni Thomas 4. Hyper-personalization Redefined: AI is like a mind-reading guru for your customers. and consumers Get ready for AI-powered marketing, product recommendations, and even websites that adapt to their every whim.Murat Genc Javier Polit Tiffani Sossei5. Automation All-Stars: Move over, paper tigers! AI isn't just automating tasks, it's making decisions, learning, and adapting like a champ. Intelligent Process Automation (IPA) is the new game-changer, saving businesses big bucks. Take a cue from that manufacturing plant slashing downtime by 20% with AI-powered predictive maintenance! Kapil Hetamsaria Nikhil Krishnan6. Futureproofing with AI: Think of AI as your crystal ball for business. Anticipate equipment breakdowns, supply chain hiccups, and customer churn before they happen. Proactive interventions and reduced risks? Better society with proactive help for mental health? Kavita Kar7. AI, Your Cybersecurity Guardian: Sleep soundly knowing AI is watching your back. From detecting cyberattacks to safeguarding sensitive data, AI is your superhero. Financial institutions are already reaping the rewards, like that one enjoying a 30% fraud reduction with AI-powered detection! Brian Baral Satish Acharya Vidya Rao8. Demystifying the AI Oracle: No more black-box algorithms! Explainable AI (XAI) ensures everyone understands how AI decisions are made, building trust and transparency. Sreekanth Menon Megha Sinha9. AI's Dream Team: Get ready for some powerful collaborations. AI is teaming up with IoT, edge computing, and blockchain to create even more intelligent and efficient solutions. Tarun Srinivasan 10. Start Small, Dream Big: Don't wait for the perfect AI solution. Experiment, learn, and adapt. 2024 is the year when AI becomes your partner in achieving extraordinary results. Let's unleash its potential together!hashtag#AI hashtag#Innovation hashtag#FutureofWork Genpact Manu Goel Shalvi ChitkaraRanjan Phadke Rajesh Ganshani Manoj Kumar Neel ShapurSupryo Sen Rajesh Ippili Gurmeet Chahal Omer A. Khan Ranjan Gupta Kartik Pawan Kate Vahdani","AI/Machine Learning,Innovation",checked
"""In order to be pioneers in science, we need to be pioneers in technology""! I am excited to share this advertorial, where I and colleagues from AstraZeneca describe how we use technology, data and AI to transform our company, accelerate innovative science and maximize impact for patients. https://lnkd.in/epeAiW4Ahashtag#ScienceAndITConverge hashtag#WhenDigitalMeetsScience hashtag#Technology hashtag#AI Anna Berg Asberg Kevin Sirjuesingh Gurinder Kaur Erica Deacon Jeff Haskill Kate Villari, PMP, PgMP Siva Kumar Padmanabhan Russell Smith James Weatherall Ben Sidders","AI/Machine Learning,Innovation",checked
"Comerica Bank rolled out a new program with small businesses, making them a differentiator in the industry. 

It's called the Comerica SmallBizCo-Op, which launched in early 2023. 

“We started thinking, “We’re really big. We have resources. How can we use them?'” Omar Salah from Comerica says. “Then we started tactically thinking, ‘What can we easily execute on? What if we started sharing our own resources with our small-business customers? And how does that interrelate with one of our core values, to be a force for good?'” 

Leah Carter gives the SmallBizCo-Op program high marks. “I became a customer right as they were getting ready to launch everything,” says Carter, owner of A Play Cafe, an indoor playground and coffee shop in the Dallas suburb of Duncanville. 

Check it out:","Product Development,Innovation",checked
"We will be using aerial saws to help maintain vegetation around our electrical infrastructure, reducing cost and improving reliability for customers. ðŸ‘ ðŸ¤ ðŸŒ³ Learn more. âž¡ï¸ http://enter.gy/6048Rbyi6",Innovation,
"More and more, top medical organizations are using analytics to personalize care. As part of its future Innovation Institute, Shepherd Center will establish a data analytics program to advance precision rehabilitation for people experiencing the most complex conditions, including spinal cord and brain injuries. â€œShepherd Center is uniquely positioned to join other leaders in transforming healthcare for the future,â€ says Deborah Backus, PT, Ph.D., FACRM, vice president of research and innovation at Shepherd Center. Learn more about how organizations are deploying analytics. https://lnkd.in/gXa9tkCd hashtag#PursuingPossible","Innovation,Data and Analytics",checked
Just finished the course “Six Sigma: Green Belt”! #sixsigmagreenbelt,Innovation,
"Ska Fabricating helped out Ball Corporation at the Conroe, TX plant with a custom depalletizer to optimize sorting on their alumitek line. Big time efficiency and labor boost. We look forward to more solution implementations with the great folks at Ball",Innovation,
"SouthState Bank launched â€œSPARKâ€ in 2023, which is our company-wide engine for innovation. Itâ€™s an honor to serve as co-chair of this incredible group with my friend and colleague Kunal Das. Learn more about what we accomplished this year:","Innovation,Product Development",
"I enjoyed reconnecting with Morgan L Brennan and Jon Fortt on CNBC Closing Bell: Overtime in a live broadcast interview where we discussed how 2024 is shaping up to be a big year for cyber given increasing geopolitical tensions around the world, upcoming elections and hashtag#GenAI. We also covered new SEC cyber regulations and how, despite shrinking IT budgets, Zscaler continues to win more than its fair share of new customers with a unique value proposition - improving cybersecurity and delivering a better user experience, while reducing IT complexity and cost.Please view the full interview here: https://lnkd.in/dAktY3ZdThank you for the opportunity and Happy New Year to you both. As always, it was a pleasure and I hope we talk again soon.","User Experience,Innovation",
"Hello 2024! The beginning of a new year is a great moment to reflect on the previous year and focus on goals and opportunities for the upcoming year, so I want to share three priorities for technology, digital and innovation acrossÂ OptumÂ andÂ UnitedHealth GroupÂ in #2024: 1.Â Â Â Â Â Â Â Improve outcomes and operations at scale through the secure and responsible use of data and hashtag#GenAI 2.Â Â Â Â Â Â Â Empower our consumers and customers with beautiful intuitive seamless digital tools, capabilities and experiences 3.Â Â Â Â Â Â Â Continue to deliver quality solutions with speed to advance our mission to help people live healthier lives and make the health system work better for everyoneAs part of this I know our passionate digital, technology, data and AI teams & partners are going to empower themselves to be more. More zero distance to our consumers, More agile, Â More learning, More of themselves,Iâ€™m so so very excited to see what our incredible team will accomplish in the year ahead! What goals have you set for this year? hashtag#LetsGohashtag#BeMoreofYourselfhashtag#OptumTechhashtag#OptumAIhashtag#unitedhealthgroup","AI/Machine Learning,Innovation,Customer centricity",
"Hello 2024! The beginning of a new year is a great moment to reflect on the previous year and focus on goals and opportunities for the upcoming year, so I want to share three priorities for technology, digital and innovation across Optum and UnitedHealth Group in #2024: 
1.       Improve outcomes and operations at scale through the secure and responsible use of data and #GenAI 
2.       Empower our consumers and customers with beautiful intuitive seamless digital tools, capabilities and experiences 
3.       Continue to deliver quality solutions with speed to advance our mission to help people live healthier lives and make the health system work better for everyone
As part of this I know our passionate digital, technology, data and AI teams & partners are going to empower themselves to be more. More zero distance to our consumers, More agile,  More learning, More of themselves,

I’m so so very excited to see what our incredible team will accomplish in the year ahead! What goals have you set for this year? 
#LetsGo
#BeMoreofYourself
#OptumTech
#OptumAI
#unitedhealthgroup ","Innovation,AI/Machine Learning",
"Hello 2024! The beginning of a new year is a great moment to reflect on the previous year and focus on goals and opportunities for the upcoming year, so I want to share three priorities for technology, digital and innovation acrossÂ OptumÂ andÂ UnitedHealth GroupÂ in #2024: 1.Â Â Â Â Â Â Â Improve outcomes and operations at scale through the secure and responsible use of data and hashtag#GenAI 2.Â Â Â Â Â Â Â Empower our consumers and customers with beautiful intuitive seamless digital tools, capabilities and experiences 3.Â Â Â Â Â Â Â Continue to deliver quality solutions with speed to advance our mission to help people live healthier lives and make the health system work better for everyoneAs part of this I know our passionate digital, technology, data and AI teams & partners are going to empower themselves to be more. More zero distance to our consumers, More agile, Â More learning, More of themselves,Iâ€™m so so very excited to see what our incredible team will accomplish in the year ahead! What goals have you set for this year? hashtag#LetsGohashtag#BeMoreofYourselfhashtag#OptumTechhashtag#OptumAIhashtag#unitedhealthgroup","AI/Machine Learning,Innovation,Customer centricity",
"This idea is far from unhinged! 

Check out this video showing a newly designed hinge developed by Carter Worthen, a lead operations specialist in our Gas Distribution Operations in Utah, after he witnessed a coworker sustain an injury from a falling bin door.
 
The hinge is designed to prevent potential injuries by preventing bin doors from inadvertently opening on our trucks. Once our Safety and Fleet Maintenance team completes its testing, the hinges will be installed throughout our Gas Distribution fleet. These hinges can also be used for our trucks on the electric side – and potentially help our industry peers too!","Innovation,Human-centered design,Product Development",
"My favorite thing about my role at Catalant is I get exposed to a lot of incredible people doing really great work. Our clients are executives at the F500, leaders of the world's largest PE firms, CEOs of high growth PE-backed companies, and partners at consulting firms. Our network of independent consultants include world class supply chain leaders, AI practitioners, former C-suite executives, product leaders, and the like - all with experience partnering with large companies to drive major transformation and execute against critical corporate initiatives. Through these interactions I get to learn a ton - about what companies are dealing with, where they are, and where they're going. Over the holidays I took some time to reflect on what I'm seeing and share some of what I predict we'll see in 2024, and I've captured them here as 8 Predictions for 2024. Let me know what you think, and at the end of the year I'll do an honest assessment of what I nailed and where I totally whiffed.","Customer centricity,Innovation",checked
"I enjoyed reconnecting with Morgan L Brennan and Jon Fortt on CNBC Closing Bell: Overtime in a live broadcast interview where we discussed how 2024 is shaping up to be a big year for cyber given increasing geopolitical tensions around the world, upcoming elections and hashtag#GenAI. We also covered new SEC cyber regulations and how, despite shrinking IT budgets, Zscaler continues to win more than its fair share of new customers with a unique value proposition - improving cybersecurity and delivering a better user experience, while reducing IT complexity and cost.Please view the full interview here: https://lnkd.in/dAktY3ZdThank you for the opportunity and Happy New Year to you both. As always, it was a pleasure and I hope we talk again soon.","User Experience,Innovation",checked
"This year, you are going to hear a lot about ""Spatial Computing"" and ""Mixed Reality."" But what exactly do these terms mean? And how do they relate to the terms we have been hearing for a while now, like ""augmented reality,"" ""virtual reality,"" and ""metaverse""? Here's a crash course on the terminology linked to the next wave of computing:ðŸŒŒ Spatial Computing is the umbrella term for technologies and processes that enable computers to perceive, interact with, and navigate 3D space. This includes augmented reality, mixed reality, virtual reality, autonomous vehicles, robotics, and more. ðŸ‘“ Augmented Reality (AR): AR overlays digital content on the real world. Users can see and interact with virtual content as if they are in the space around them with devices like smartphones and smart glasses. For example, you see a 3D dinosaur superimposed onto your living room through your phone, looking like it's standing next to your couch. ðŸŽ­ Mixed Reality (MR): The best way to think about MR is a subset or more advanced form of AR. It goes beyond the overlay and provides a deeper integration and interaction between the real and digital worlds. It typically involves advanced spatial awareness, more complex interactivity, and a higher degree of immersion (such as a headset). For example, using a headset, you see a 3D dinosaur roam around your room, walk behind your table, cast a shadow under the lamp, and playfully react when you toss a virtual ball, utilizing the entire space as its stomping ground. ðŸ•¶ï¸ Virtual Reality (VR): VR immerses users in a completely digital environment where they can interact with virtual objects and scenarios as if they were real. It typically requires a headset, often called an HMD or head-mounted display. For example, wearing a headset, you find yourself in a simulated prehistoric world, standing next to a life-sized dinosaur in a fully immersive 360-degree environment.What about XR? XR stands for ""Extended Reality"" and is the umbrella term encompassing AR, VR, and MR. IMHO, it was created because people get tired of saying AR/VR/MR in one sentence ;) ðŸŒ Metaverse, IMHO, is a term that describes the future online experience, much like how we used ""the information superhighway"" in the early 90s. Matthew Ball defines this as ""a persistent and interconnected network of 3D virtual worlds that will eventually serve as the gateway to most online experiences and also underpin much of the physical world."" It is enabled by spatial computing technologies. Do you have other ways you have been describing these terms to clients, friends, colleagues, or family members? Leave them in the comments! NOTE: I want to recognize that there is a lot of history behind many of these terms that have been around for a long time (e.g., Milgram's mixed reality spectrum). The definitions above reflect how I see the terms currently being used. hashtag#spatialcomputing hashtag#metaverse hashtag#augmentedreality hashtag#virtualreality hashtag#mixedreality hashtag#technology","Digital transformation,Innovation,AI/Machine Learning,Data and Analytics",checked
