Current LinkedIn URL,First Name,Last Name,Company,Industry,Title
https://www.linkedin.com/in/emmanuel-roman-56a88576/,Emmanuel,el Roman,PIMCO Pacific Investment Management Company LLC,Financial Services,Chief Executive Officer
https://www.linkedin.com/in/williamnewmaniii/,William, Newman,Cvent Holding Corp.,Professional Services,Chief Financial Officer
https://www.linkedin.com/in/christian-ulbrich-684ba189/,Christian,n Ulbrich,JLL,Financial Services,Chief Executive Officer
https://www.linkedin.com/in/bennettfreeman/,Bennett,Freeman,Bennett Freeman Associates LLC,Professional Services,Principal
https://www.linkedin.com/in/philipschlom/,Philip,Schlom,AZZ Incorporated,Manufacturing,Chief Financial Officer
https://www.linkedin.com/in/mark-monaco-b5662946/,Mark,naco,"iPayment, Inc.",Technology,Chief Financial Officer
https://www.linkedin.com/in/ellen-dorsey-b44412b,Ellen,orsey,Wallace Global Fund,Philanthropy,Executive Director 
https://www.linkedin.com/in/allanthygesen/,Allan,gesen,DocuSign,Technology,Chief Executive Officer
https://www.linkedin.com/in/mikesalvino/,Mike,vino,DXC Technology,Technology,Chief Executive Officer
https://www.linkedin.com/in/fabien-dubois-b4a689/,Fabien,Dubois,Takeda Pharmaceutical Company US,Healthcare,Chief Financial Officer
https://www.linkedin.com/in/cynthiamuller/,Cynthia, Muller,W.K. Kellog Foundation,Philanthropy,Director
https://www.linkedin.com/in/bob-murphy-93b48a10/,Bob,phy,Five9 Inc.,Technology,Chief Financial Officer
https://www.linkedin.com/in/stuart-peltz-733176b/,Stuart, Peltz,PTC Therapeutics,Healthcare,Chief Executive Officer
https://www.linkedin.com/in/tim-smith-09b754/,Timothy,y Smith,Interfaith Center on Corporate Responsibility,Philanthropy,Senior Policy Advisor
https://www.linkedin.com/in/trina-spear-a510a91b/,Trina,Spear,FIGS,Retail,Chief Executive Officer
https://www.linkedin.com/in/bruce-naremore-1aaaa541/,Bruce,emore,Nashville General Hospital,Healthcare,Chief Financial Officer
https://www.linkedin.com/in/mhunstad/,Michael,Hunstad,Northern Trust,Financial Services,Chief Investment Officer
https://www.linkedin.com/in/alexanderfriedman1,Alex,dman,Novata,Technology,Chief Executive Officer
https://www.linkedin.com/in/marksuzman/,Mark,zman,The Gates Foundation Strategic Investment Fund,Financial Services,Chief Executive Officer
https://www.linkedin.com/in/justin-obletz-b1b2884/,Justin,Obletz,Advantage Capital Funding,Financial Services,Chief Financial Officer
https://www.linkedin.com/in/kstegemann/,Klaus,emann,Siemens,Manufacturing,Chief Financial Officer
https://www.linkedin.com/in/pamela-ries-a7a824114/,Pamela,a Ries,Spectrum Health,Healthcare,Chief Human Resources Officer
https://www.linkedin.com/in/nick-leschly-9b455858/,Nick,chly,Bluebird Bio,Healthcare,Chief Executive Officer
https://www.linkedin.com/in/kemper-isely-12873125/,Kemper, Isely,Vitamin Cottage Natural Food Markets,Retail,Chief Executive Officer
https://www.linkedin.com/in/harrisry/?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAKYKfwBc6Jny0P7J10LKQpzK7H9VXnZcQU,Ryan,rris,MetroPlus Health Plan,Healthcare,Chief Human Resources Officer
https://www.linkedin.com/in/kelley-boucher-5196564/,Kelley,oucher,Alnylam Pharmaceuticals,Healthcare,Chief Human Resources Officer
https://www.linkedin.com/in/melissa-bihary-6a673b9/,Melissa, Bihary,HarbisonWalker International,Manufacturing,Chief Human Resources Officer
https://www.linkedin.com/in/awadallah/,Amr,lah,"Cloudera, Inc.",Technology,Chief Executive Officer
https://www.linkedin.com/in/arnoldgrace/,Grace,rnold,Minnesota,Government,Insurance Commisioner / Director of Insurance
https://www.linkedin.com/in/chris-prentiss-7689872/,Chris,ntiss,Adamas Therapeutics,Healthcare,Chief Financial Officer
https://www.linkedin.com/in/jay-geldmacher-0b6b301b6/,Jay,her,Resideo Technologies,Technology,Chief Executive Officer
https://www.linkedin.com/in/jjmcgovern/,Jack,vern,Welldoc,Healthcare,Chief Financial Officer
https://www.linkedin.com/in/bruce-broussard-ba2b69b/,Bruce,ssard,Humana Inc.,Healthcare,Chief Executive Officer
https://www.linkedin.com/in/andreawalshhp/,Andrea, Walsh,"HealthPartners, Inc.",Healthcare,Chief Executive Officer
https://www.linkedin.com/in/brianknob/,Brian, Knob,Pomeroy IT Solutions Inc.,Technology,Chief Financial Officer
https://www.linkedin.com/in/gabe-bruno-503371124/,Gabriel,l Bruno,Lincoln Electric Holdings,Manufacturing,Chief Financial Officer
https://www.linkedin.com/in/swcadamferguson/,Adam,uson,BDO,Professional Services,Digital National Practice Leader
https://www.linkedin.com/in/brent-gledhill-98b74b8/,Brent,dhill,William Blair,Financial Services,Chief Executive Officer
https://www.linkedin.com/in/dan-durn-a02a8960/,Dan,urn,Adobe,Technology,Chief Financial Officer
https://www.linkedin.com/in/chantelle-breithaupt/,Chantelle,reithaupt,Aspen Technology Inc,Technology,Chief Financial Officer
https://www.linkedin.com/in/tomjsaporito/,Tom,ito,RHR International,Professional Services,Executive Chairman
https://www.linkedin.com/in/tedsarandos/,Ted,dos,Netflix,Technology,Chief Executive Officer
https://www.linkedin.com/in/donna-palmer-j-d-ab490623/,Donna,almer,Gary Senise Foundation,Philanthropy,Chief Executive Officer
https://www.linkedin.com/in/geoffreyecarter/,Geoffrey,y Carter,Hyperion Solutions Corporation,Technology,Chief Executive Officer
https://www.linkedin.com/in/patricia-lewis-83b0514/,Patricia,ia Lewis,United HealthGroup,Healthcare,Chief Human Resources Officer
https://www.linkedin.com/in/susan-echard-b63b9711/,Susan,chard,Trinity Equity Investments,Financial Services,Chief Financial Officer
https://www.linkedin.com/in/bnkhan/,Bilal, Khan,Twill,Healthcare,Chief Financial Officer
https://www.linkedin.com/in/jenniferbiry/,Jennifer,fer Biry,McAfee,Technology,Chief Financial Officer
https://www.linkedin.com/in/ivo-j-66460b5/,Ivo,rek,Gates Corporation,Manufacturing,Chief Executive Officer
https://www.linkedin.com/in/simon-perkins-81403327/,Simon,rkins,Orvis,Retail,Chief Executive Officer
https://www.linkedin.com/in/kim-hollon-87779115,kim,lon,Signature Healthcare,Healthcare,Chief Executive Officer
https://www.linkedin.com/in/mattkbecker/,Matt,cker,BDO,Professional Services,Partner
https://www.linkedin.com/in/mario-rizzo-b2787bb/,Mario,Rizzo,Allstate Insurance Company,Financial Services,Chief Financial Officer
https://www.linkedin.com/in/nancyawalsh366/,Nancy,Walsh,Lumber Liquidators,Retail,Chief Financial Officer
https://www.linkedin.com/in/kevindcook/,Kevin, Cook,"Cloudera, Inc.",Technology,Chief Financial Officer
https://www.linkedin.com/in/cristiano-r-amon/,Cristiano,iano Amon,Qualcomm,Technology,Chief Executive Officer
https://www.linkedin.com/in/penny-pennington/,Penny,ngton,Edward Jones,Financial Services,Chief Executive Officer
https://www.linkedin.com/in/hillferguson/,Hill,uson,Dr.OnDemand,Healthcare,Chief Executive Officer
https://www.linkedin.com/in/susan-li-08b73033/,Susan,an Li,Meta Platforms,Technology,Chief Financial Officer
https://www.linkedin.com/in/julie-booth-7a99605/,JULIE,BOOTH,Rocket Companies,Financial Services,Chief Financial Officer
https://www.linkedin.com/in/davidmhession/,David,ssion,"Dorman Products, Inc",Manufacturing,Chief Financial Officer
https://www.linkedin.com/in/brianmaude/,Brian,Maude,Sanford Health Plan,Healthcare,Chief Financial Officer
https://www.linkedin.com/in/carl-russo/,Carl,usso,Calix,Technology,Chief Executive Officer
https://www.linkedin.com/in/ellen-cooper-8706879/,Ellen,ooper,Lincoln Financial,Financial Services,Chief Executive Officer
https://www.linkedin.com/in/bob-paul-7b3823b/,Bob,aul,Compuware Corporation,Technology,Chief Executive Officer
https://www.linkedin.com/in/rherren/,R.,en,Cisco Systems,Technology,Chief Financial Officer
https://www.linkedin.com/in/matthew-horvath-83a03a12/,Matthew,Horvath,"Stoneridge, Inc",Manufacturing,Chief Financial Officer
https://www.linkedin.com/in/michelle-turner-5309657/,Michelle,e Turner,L3Harris Technologies,Technology,Chief Financial Officer
https://www.linkedin.com/in/kenneth-eisenberg-852ab336/,Kenneth,senberg,Kenwal Steel Corp,Manufacturing,Chief Executive Officer
https://www.linkedin.com/in/kathy-wagner-5b872526/,Kathy,agner,Datto Holding Corp.,Technology,Chief Financial Officer
https://www.linkedin.com/in/bob-bradway/,Robert,radway,AMGEN,Healthcare,Chief Executive Officer
https://www.linkedin.com/in/dougwood3/,Doug,Wood,Tommy Bahama,Retail,Chief Executive Officer
https://www.linkedin.com/in/donnamorris2/,Donna,orris,Walmart,Retail,Chief Human Resources Officer
https://www.linkedin.com/in/jondouyard/,Jon,ard,The Shyft Group,Manufacturing,Chief Financial Officer
https://www.linkedin.com/in/davegilboa/,Dave,lboa,Warby Parker,Retail,Chief Executive Officer
https://www.linkedin.com/in/ja-ron-bridges-a6524378/,Ja'Ron,ridges,Gateway Health,Healthcare,Chief Financial Officer
https://www.linkedin.com/in/trinidad-navarro-8ba484a/,Trinidad, Navarro,Delaware,Government,Insurance Commisioner / Director of Insurance
https://www.linkedin.com/in/nelson-chai-0535a6113/,Nelson,n Chai,Uber Technologies,Technology,Chief Financial Officer
https://www.linkedin.com/in/bill-larson-4306b417/,Bill,rson,Torrance Memorial Medical Center,Healthcare,Chief Financial Officer
https://www.linkedin.com/in/ken-ohashi-2001434/,Ken,shi,Brooks Brothers,Retail,Chief Executive Officer
https://www.linkedin.com/in/elizabeth-ward-b587718/,Elizabeth,beth Ward,Massmutual,Financial Services,Chief Financial Officer
https://www.linkedin.com/in/douglas-bryant-903174149/,Douglas, Bryant,Quidel Corporation,Healthcare,Chief Executive Officer
https://www.linkedin.com/in/emily-thomas-cfa-0637667/,Emily,homas,Morgan Stanley,Financial Services,Head of Investing with Impact
https://www.linkedin.com/in/drewhouston/,Drew,ston,Dropbox,Technology,Chief Executive Officer
https://www.linkedin.com/in/jeff-bourgeois-mha-fache-495034114/,Jeff,eois,San Juan Regional Medical Center,Healthcare,Chief Executive Officer
https://www.linkedin.com/in/lori-greeley-74432356/,Lori,eley,Serena And Lily,Retail,Chief Executive Officer
https://www.linkedin.com/in/eric-dunning-918674218/,Eric,ning,Nebraska,Government,Insurance Commisioner / Director of Insurance
https://www.linkedin.com/in/joebusky,Joseph, Busky,Ortho Clinical Diagnostics,Healthcare,Chief Financial Officer
https://www.linkedin.com/in/catherine-moy-03ab621/,Cathy,y Moy,BDO,Professional Services,CPO
https://www.linkedin.com/in/antonio-neri-hpe/,Antonio,io Neri,Hewlett Packard Enterprise,Technology,Chief Executive Officer
https://www.linkedin.com/in/paul-martin-071a1b10/,Paul,rtin,"Perficient, Inc.",Technology,Chief Financial Officer
https://www.linkedin.com/in/danhelfrich21/,Dan,ich,Deloitte,Professional Services,Chief Executive Officer
https://www.linkedin.com/in/beth-hougen-05ab87148/,Beth,ugan,Ionis Pharmaceuticals,Healthcare,Chief Financial Officer
https://www.linkedin.com/in/jengudenkauf/,Jen,auf,"Welbilt, Inc",Manufacturing,Chief Human Resources Officer
https://www.linkedin.com/in/tom-croswell-b53637b/,Thomas,oswell,Tufts Health Plan,Healthcare,Chief Executive Officer
https://www.linkedin.com/in/michael-nathenson-64042150/,Michael,thenson,Prose,Retail,Chief Financial Officer
https://www.linkedin.com/in/steve-kimble/,Steve,imble,Deloitte,Professional Services,Partner
https://www.linkedin.com/in/george-wilson-15a86011/,George,Wilson,Quanex Building Products Corporation,Manufacturing,Chief Executive Officer
https://www.linkedin.com/in/xavier-antiglio-304a7b3b/?locale=en_US,Xavier,tiglio,Bank Of The West,Financial Services,Chief Financial Officer
https://www.linkedin.com/in/dave-denton-3a92bb2/,Dave,nton,Lowe's,Retail,Chief Financial Officer
https://www.linkedin.com/in/ronlockton/,Ron,ton,Lockton,Financial Services,Chief Executive Officer
https://www.linkedin.com/in/barmstrong/,Brian,trong,Coinbase Global,Technology,Chief Executive Officer
https://www.linkedin.com/in/larsfruergaard/?originalSubdomain=dk,Lars,nsen,Novo Nordisk,Healthcare,Chief Executive Officer
https://www.linkedin.com/in/tom-spaeth-672a05b/,Tom,eth,HireRight GIS Group Holdings LLC,Professional Services,Chief Financial Officer
https://www.linkedin.com/in/davidalynn/,David, Lynn,Mission Driven Finance,Financial Services,Chief Executive Officer
https://www.linkedin.com/in/patrick-petre-090831b0/,Patrick,k Petre,Anaheim Regional Medical Center,Healthcare,Chief Executive Officer
https://www.linkedin.com/in/ayoran/,Amit,oran,"Tenable, Inc.",Technology,Chief Executive Officer
https://www.linkedin.com/in/beth-galetti-60b1106/,Beth,etti,Amazon,Retail,Chief Human Resources Officer
https://www.linkedin.com/in/jeff-berson-0b768216b/,Jeff,rson,"QTS Realty Trust, Inc.",Technology,Chief Financial Officer
https://www.linkedin.com/in/colinhayashida/,Colin,shida,Hawaii,Government,Insurance Commisioner / Director of Insurance
https://www.linkedin.com/in/strauss-zelnick-7800252/,Strauss,Zelnick,Zynga,Technology,Chief Executive Officer
https://www.linkedin.com/in/jue-wong-jue888/,JuE,ong,Olaplex,Retail,Chief Executive Officer
https://www.linkedin.com/in/jon-pike-0662b913/,Jonathan, T. Pike,Utah,Government,Insurance Commisioner / Director of Insurance
https://www.linkedin.com/in/anthony-tony-boor-10395912/,Anthony,ny Boor,"Blackbaud, Inc.",Technology,Chief Financial Officer
https://www.linkedin.com/in/faraz-khan-6a374811/,Faraz, Khan,Denver Health Medical Center,Healthcare,Chief Financial Officer
https://www.linkedin.com/in/danielstencel/,Daniel,ormer),Pegasus Capital Advisors,Financial Services,Chief Financial Officer
https://www.linkedin.com/in/asif-dhar-2537316/,Asif,Dhar,Deloitte,Professional Services,Vice Chair
https://www.linkedin.com/in/ron-blaustein-645bab11/,Ron,ein,Ann & Robert H. Lurie Childrens Hospital of Chicago,Healthcare,Chief Financial Officer
https://www.linkedin.com/in/danny-harris-75396073/,Danny,arris,Bella + Canvas,Retail,Chief Executive Officer
https://www.linkedin.com/in/kent-yee-Chief Financial Officer/,Kent, Yee,DXP Enterprises,Manufacturing,Chief Financial Officer
https://www.linkedin.com/in/richard-b-hare-205a4b3/,Richard,rd Hare,Havertys,Retail,Chief Financial Officer
https://www.linkedin.com/in/susan-b-088b4b49/,Susan,edict,"Stoneridge, Inc",Manufacturing,Chief Human Resources Officer
https://www.linkedin.com/in/jennifer-hyman-14970017/,Jennifer,er Hyman,Rent the Runway,Retail,Chief Executive Officer
https://www.linkedin.com/in/michael-danford-88b0345/,Michael,Danford,Forum Energy Technologies,Manufacturing,Chief Human Resources Officer
https://www.linkedin.com/in/jon-moeller-pg/,Jon,ler,Procter & Gamble,Retail,Chief Executive Officer
https://www.linkedin.com/in/penny-cermak/,Penny,ermak,"HealthPartners, Inc.",Healthcare,Chief Financial Officer
https://www.linkedin.com/in/jeff-harmening/,Jeffery,rmening,"General Mills, Inc.",Manufacturing,Chief Executive Officer
https://www.linkedin.com/in/mranganathan/,Madhu,athan,Novell,Technology,Chief Financial Officer
https://www.linkedin.com/in/mikelarrain/,Michael,Larrain,NuFACE,Retail,Chief Executive Officer
https://www.linkedin.com/in/nblumenthal/,Neil,thal,Warby Parker,Retail,Chief Executive Officer
https://www.linkedin.com/in/jack-khattar-8575a47/,Jack,ttar,Supernus Therapeutics,Healthcare,Chief Executive Officer
https://www.linkedin.com/in/ericpliner/,Eric,iner,YSC Consulting,Professional Services,Chief Executive Officer
https://www.linkedin.com/in/reggieaggarwal/,Rajeev,garwal,Cvent Holding Corp.,Technology,Chief Executive Officer
https://www.linkedin.com/in/daniel-j-loepp/,Daniel, Loepp,Blue Cross Blue Shield of Michigan,Healthcare,Chief Executive Officer
https://www.linkedin.com/in/rbernshteyn/,Rob,eyn,Coupa Software Inc.,Technology,Chief Executive Officer
https://www.linkedin.com/in/roger-hochschild-519a024/,Roger,child,Discover Financial Services,Financial Services,Chief Executive Officer
https://www.linkedin.com/in/russell-toal-95326b76/,Russell,ll Toal,New Mexico,Government,Insurance Commisioner
https://www.linkedin.com/in/john-howe-1022a44/,John,Howe,The Cato Corporation,Retail,Chief Financial Officer
https://www.linkedin.com/in/jarvis-watts-938b4713b/,Jarvis, Watts,J. Crew,Retail,Chief Financial Officer
https://www.linkedin.com/in/costa-saroukos-2447a562/,Costa,oukos,Takeda,Healthcare,Chief Financial Officer
https://www.linkedin.com/in/jay-farner-48546226/,Jay,ner,Rocket Companies,Financial Services,Chief Executive Officer
https://www.linkedin.com/in/spencer-neumann-592b6b148/,Spencer,Neumann,Netflix,Technology,Chief Financial Officer
https://www.linkedin.com/in/zibbel-phr/,Sarah,ibbel,Libbey Incorporated,Manufacturing,Chief Human Resources Officer
https://www.linkedin.com/in/steven-mizell-0725b013b/,Steven,Mizell,Merck,Healthcare,Chief Human Resources Officer
https://www.linkedin.com/in/roz-brewer/,Rosalind,d Brewer,Walgreens,Healthcare,Chief Executive Officer
https://www.linkedin.com/in/todd-morgenfeld-589728/,Todd,feld,Pinterest,Technology,Chief Financial Officer
https://www.linkedin.com/in/danieldines/,Daniel, Dines,UiPath Inc.,Technology,Chief Executive Officer
https://www.linkedin.com/in/jasonrabingbg/,Jason,Rabin,Centric Brands,Retail,Chief Executive Officer
https://www.linkedin.com/in/cynthia-gaylor-28a8725/,Cynthia, Gaylor,DocuSign,Technology,Chief Financial Officer
https://www.linkedin.com/in/brentkorb/,Brent, Korb,American Bath Group,Manufacturing,Chief Financial Officer
https://www.linkedin.com/in/jill-timm-a011825/,Jill,Timm,Kohl's,Retail,Chief Financial Officer
https://www.linkedin.com/in/katherine-gates-09b87b133/,Katherine,ine Gates,SunCoke Energy,Manufacturing,Chief Human Resources Officer
https://www.linkedin.com/in/myersmarie/,Marie,Myers,HP,Technology,Chief Financial Officer
https://www.linkedin.com/in/williamstaples/,Bill,ples,"New Relic, Inc.",Technology,Chief Executive Officer
https://www.linkedin.com/in/john-dinome/,John,Nome,American Academic Health System,Healthcare,Chief Human Resources Officer
https://www.linkedin.com/in/steve-vintz-a6601b9/,Steve,Vintz,"Tenable, Inc.",Technology,Chief Financial Officer
https://www.linkedin.com/in/bopulley/,Bo,ey,Holly Hill Hospital,Healthcare,Chief Financial Officer
https://www.linkedin.com/in/stephan-scholl-93962246/,Stephan, Scholl,"Alight Solutions, LLC",Professional Services,Chief Executive Officer
https://www.linkedin.com/in/kierston-van-soest-3798a914/,Kierston,an Soest,L.L. Bean,Retail,Chief Financial Officer
https://www.linkedin.com/in/andrewreeslek/,Andrew,w Rees,"Crocs, Inc",Retail,Chief Executive Officer
https://www.linkedin.com/in/chris-stansbury-2b31a024/,Chris,sbury,Lumen Technologies,Technology,Chief Financial Officer
https://www.linkedin.com/in/dave-bourdon-8aab4210/,Dave,rdon,Magellan Healthcare,Healthcare,Chief Financial Officer
https://www.linkedin.com/in/marvin-ellison-715b1a131/,Marvin,llison,Lowe's,Retail,Chief Executive Officer
https://www.linkedin.com/in/pam-bentley-0403365/,Pamela,entley,Grosvenor Capital Management LP,Financial Services,Chief Financial Officer
https://www.linkedin.com/in/chippaucek/,Chip,ucek,"2U, Inc.",Technology,Chief Executive Officer
https://www.linkedin.com/in/kevinrubincpa/,Kevin,Rubin,"Alteryx, Inc.",Technology,Chief Financial Officer
https://www.linkedin.com/in/dzinsner/,David,nsner,Intel,Technology,Chief Financial Officer
https://www.linkedin.com/in/jenrubio/,Jen,bio,Away,Retail,Chief Executive Officer
https://www.linkedin.com/in/alan-edrick-6b01525/,Alan,rick,"OSI Systems, Inc",Manufacturing,Chief Financial Officer
https://www.linkedin.com/in/dennisjohnson1973/,Dennis,ohnson,QlikTech International A.B.,Technology,Chief Financial Officer
https://www.linkedin.com/in/chris-kubasik/,Chris,basik,L3Harris Technologies,Technology,Chief Executive Officer
https://www.linkedin.com/in/katy-strei-3791b84/,Katy,trei,Emergent Biosolutions,Healthcare,Chief Human Resources Officer
https://www.linkedin.com/in/wjburns/,Bill,urns,Zebra Technologies,Technology,Chief Executive Officer
https://www.linkedin.com/in/mark-sachleben-b2835315/,Mark,eben,"New Relic, Inc.",Technology,Chief Financial Officer
https://www.linkedin.com/in/nicholas-rudi-28150419/,Nicholas,las Rudi,"Public Capital Advisors, Inc.",Financial Services,Chief Executive Officer
https://www.linkedin.com/in/greg-braca-7995aa150/,Gregory,. Braca,TD Bank,Financial Services,Chief Executive Officer
https://www.linkedin.com/in/mark-allen-8199a18/,Mark,llen,General Catalyst Partners LLC,Financial Services,Chief Financial Officer
https://www.linkedin.com/in/toddhelmshr/,Todd,elms,Mueller Water Products,Manufacturing,Chief Human Resources Officer
https://www.linkedin.com/in/bob-sternfels/,Bob,els,McKinsey,Professional Services,Chief Executive Officer
https://www.linkedin.com/in/andy-katz-mayfield-2260914/,Andy,ield,Harry's,Retail,Chief Executive Officer
https://www.linkedin.com/in/joel-ackerman-21885933/,Joel,rman,DaVita,Healthcare,Chief Financial Officer
https://www.linkedin.com/in/jamieiannone/,Jamie,nnone,eBay,Technology,Chief Executive Officer
https://www.linkedin.com/in/ken-2-sharp/,Ken,arp,DXC Technology,Technology,Chief Financial Officer
https://www.linkedin.com/in/constantine-g-alexandrakis/,Constantine,lexandrakis,Russell Reynolds Associates,Professional Services,Chief Executive Officer
https://www.linkedin.com/in/john-connaughton/,John,hton,Bain,Professional Services,Chief Executive Officer
https://www.linkedin.com/in/bob-mcmahon-5b14815/,Bob,hon,Agilent Technologies,Technology,Chief Financial Officer
https://www.linkedin.com/in/mahoneypd/,Patrick,Mahoney,Financial Planning Association,Financial Services,Chief Executive Officer
https://www.linkedin.com/in/guy-abramo-5451454/,Guy,amo,HireRight GIS Group Holdings LLC,Professional Services,Chief Executive Officer
https://www.linkedin.com/in/larry-smart-3a831b13/,Larry,Smart,CareSource,Healthcare,Chief Financial Officer
https://www.linkedin.com/in/jon-degaynor-08b9905/,John,ynor,"Stoneridge, Inc",Manufacturing,Chief Executive Officer
https://www.linkedin.com/in/jessica-altman-b97517b/,Jessica, Altman,Pennsylvania,Government,Insurance Commisioner / Director of Insurance
https://www.linkedin.com/in/kamyscarlett7863/,Kamy,lett,Best Buy,Retail,Chief Human Resources Officer
https://www.linkedin.com/in/thejo/,Thejo, Kote,Airbase,Technology,Chief Executive Officer
https://www.linkedin.com/in/larrykleinman/,Larry,inman,Highmark Health,Healthcare,Chief Human Resources Officer
https://www.linkedin.com/in/matt-brown-0434a33/,Matthew,w Brown,"Altair Engineering, Inc.",Technology,Chief Financial Officer
https://www.linkedin.com/in/joseph-altobelli-2746b38/,Joseph,obelli,CityMD,Healthcare,Chief Financial Officer
https://www.linkedin.com/in/bill-clancy-34b71710/,Bill,ancy,Vishay Intertechnology,Manufacturing,Chief Financial Officer
https://www.linkedin.com/in/scottmoore-hexagon/,Scott,Moore,Intergraph Corporation,Technology,Chief Financial Officer
https://www.linkedin.com/in/brenda-hudson-nelson-38186a1b/,Brenda,Nelson,United Bank of Philadelphia,Financial Services,Chief Financial Officer
https://www.linkedin.com/in/barry-mccarthy-a22bb68/,Barry,arthy,Peloton Interactive,Technology,Chief Executive Officer
https://www.linkedin.com/in/karenecoe/,Karen,n Coe,Centric Brands,Retail,Chief Human Resources Officer
https://www.linkedin.com/in/gary-millerchip-8275852/,Gary,chip,Kroger,Retail,Chief Financial Officer
https://www.linkedin.com/in/svendoerge/,Sven,erge,Hyperion Solutions Corporation,Technology,Chief Financial Officer
https://www.linkedin.com/in/gianricofarrugia/,Gianrico,Farrugia,Mayo Clinic,Healthcare,Chief Executive Officer
https://www.linkedin.com/in/christianastamoulis/,Christiana,a Samoulis,Incyte Therapeutics,Healthcare,Chief Financial Officer
https://www.linkedin.com/in/frederick-manning-479bb59/,Frederick,k Manning,Celtic Insurance Company,Healthcare,Chief Executive Officer
https://www.linkedin.com/in/dwrenaud/,Dennis,Renaud,Panduit,Manufacturing,Chief Executive Officer
https://www.linkedin.com/in/audrey-van-luven-93a26b6/,Audrey, Luven,Christiana Care Health System,Healthcare,Chief Human Resources Officer
https://www.linkedin.com/in/keanemargaret/,Margaret,M. Keane,Synchrony Financial,Financial Services,Chief Executive Officer
https://www.linkedin.com/in/john-mayer-ms-mba-cpa-72883316/,John,ayar,San Juan Regional Medical Center,Healthcare,Chief Financial Officer
https://www.linkedin.com/in/michael-mcferran-9332681/,Michael,cFerran,Ares Capital,Financial Services,Chief Financial Officer
https://www.linkedin.com/in/christian-klein/,Christian,ian Klein,SAP,Technology,Chief Executive Officer
https://www.linkedin.com/in/david-weigand-07697b6/,David,igand,Super Micro Computer,Technology,Chief Financial Officer
https://www.linkedin.com/in/nazzic-keene-586551/,Nazzic, Keene,Science Applications International,Technology,Chief Executive Officer
https://www.linkedin.com/in/jason-peterson-090267104/,Jason,erson,EPAM Systems,Technology,Chief Financial Officer
https://www.linkedin.com/in/dennisarmstrongphd/,Denis,trong,Bain's Farm & Fleet,Retail,Chief Human Resources Officer
https://www.linkedin.com/in/lidianejones/,Lidiane,e Jones,"Slack Technologies, Inc.",Technology,Chief Executive Officer
https://www.linkedin.com/in/gary-st-hilaire-31b6b350/,Gary,aire,Horizon Blue Cross Blue Shield of NJ,Healthcare,Chief Executive Officer
https://www.linkedin.com/in/imravikumars/,Ravi,ar S,Cognizant Technology Solutions,Technology,Chief Executive Officer
https://www.linkedin.com/in/jordanvoloshin/,Jordan,loshin,Sur La Table,Retail,Chief Executive Officer
https://www.linkedin.com/in/janice-thomas-0563436/,Janice,Thomas,National HealthCare Corporation,Healthcare,Chief Financial Officer
https://www.linkedin.com/in/dara-khosrowshahi-70949862/,Dara,hahi,Uber Technologies,Technology,Chief Executive Officer
https://www.linkedin.com/in/gibbonsdale/,Dale,bons,Western Alliance Bancorp.,Financial Services,Chief Financial Officer
https://www.linkedin.com/in/gary-anderson-93760451/,Gary,rson,Massachusetts,Government,Insurance Commisioner / Director of Insurance
https://www.linkedin.com/in/billwaltz/,William,m Waltz,Atkore,Manufacturing,Chief Executive Officer
https://www.linkedin.com/in/tony-trunzo-6614159/,Tony,unzo,Resideo Technologies,Technology,Chief Financial Officer
https://www.linkedin.com/in/david-allen-34551220/,David,Allen,Anaheim Regional Medical Center,Healthcare,Chief Financial Officer
https://www.linkedin.com/in/kevin-p-mcraith-57043358/,Kevin,Raith,Welldoc,Healthcare,Chief Executive Officer
https://www.linkedin.com/in/austin-rowan-52091b/,Austin, Rowan,Crosslake,Financial Services,Managing Director
https://www.linkedin.com/in/curt-wormington-4152b612/,Curt,gton,Carlex Glass,Manufacturing,Chief Executive Officer
https://www.linkedin.com/in/ganesh-moorthy-94a64b1/,Ganesh,oorthy,Microchip Technology,Technology,Chief Executive Officer
https://www.linkedin.com/in/mark-zuckerberg-618bba58/,Mark,berg,Meta Platforms,Technology,Chief Executive Officer
https://www.linkedin.com/in/emily-portney/,Emily,rtney,BNY Mellon Investment Management,Financial Services,Chief Financial Officer
https://www.linkedin.com/in/dan-jedda-5026a026/,Dan,dda,Stitch Fix,Retail,Chief Financial Officer
https://www.linkedin.com/in/david-johnson-6579b13/,David,hnson,Atkore,Manufacturing,Chief Financial Officer
https://www.linkedin.com/in/perreaultpaul/,Paul,ault,CSL Limited,Healthcare,Chief Executive Officer
https://www.linkedin.com/in/stephen-smith-306b2515/,Stephen,n Smith,L.L. Bean,Retail,Chief Executive Officer
https://www.linkedin.com/in/jasmith2/,Jason,Smith,Citrix Systems,Technology,Chief Financial Officer
https://www.linkedin.com/in/ranjittinaikar/,Ranjit,naikar,Ness Digital Engineering,Technology,Chief Executive Officer
https://www.linkedin.com/in/amy-flood-8028a718/,Amy,ood,Corcept Therapeutics,Healthcare,Chief Human Resources Officer
https://www.linkedin.com/in/tomas-bohman-a8a16aa/,Tomas,ohman,Bristol Myers Squibb,Healthcare,Chief Financial Officer
https://www.linkedin.com/in/arthur-liao-b7200886/,Arthur,r Liao,"Blackstone Group, The",Financial Services,Chief Financial Officer
