Post Content,Themes,Thought Leadership?
"This article is written by Trent Fulin, SVP and Chief Executive Officer, Houston Methodist Cypress Hospital, about the future bets for our smart hospital.","Innovation,Human-centered design,AI/Machine Learning,Customer centricity",checked
"Exciting news from Wells Fargo and Centerbridge Partners, L.P. that will help elevate support for hashtag#middlemarket clients and provide a differentiated borrower experience. Link to release in the comments.hashtag#wellsfargo hashtag#commercialbanking hashtag#directlending hashtag#privatecredit","Customer centricity,User Experience",
AI is the hottest topic in business - have you considered how it can impact patient support services going forward? Hear more from VP of Product & Innovation Ronald Lacy in the latest podcast from Pharmaceutical Commerce Magazine: https://hubs.li/Q02dg_jb0hashtag#PatientsFirst hashtag#PatientSupport hashtag#PatientAccess hashtag#AI hashtag#Healthcare hashtag#AIinHealthcare,"AI/Machine Learning,Customer centricity",checked
"Developing digital solutions that help improve consumersâ€™ health starts with a strong technology foundation, which positions organizations well for advances leveraging artificial intelligence. More from Global Chief Information Officer Anil Bhatt's interview with Becker's Healthcare here: https://lnkd.in/eCNpfn5s","AI/Machine Learning,Customer centricity",checked
"As AI technologies continue to advance and data becomes increasingly valuable to industry leaders, the world is undergoing rapid change. At Honeywell weâ€™re embracing these technologies to help our customers lead their customers to a better future. The Future of Aviation, Automation and The Energy Transition are exciting mega trends to be a part of. I recently had the opportunity to share my thoughts with Forbes on the key areas of focus for commercial teams to enable transformation. Check out the story here:","AI/Machine Learning,Customer centricity,User Experience",
"Hello 2024! The beginning of a new year is a great moment to reflect on the previous year and focus on goals and opportunities for the upcoming year, so I want to share three priorities for technology, digital and innovation acrossÂ OptumÂ andÂ UnitedHealth GroupÂ in #2024: 1.Â Â Â Â Â Â Â Improve outcomes and operations at scale through the secure and responsible use of data and hashtag#GenAI 2.Â Â Â Â Â Â Â Empower our consumers and customers with beautiful intuitive seamless digital tools, capabilities and experiences 3.Â Â Â Â Â Â Â Continue to deliver quality solutions with speed to advance our mission to help people live healthier lives and make the health system work better for everyoneAs part of this I know our passionate digital, technology, data and AI teams & partners are going to empower themselves to be more. More zero distance to our consumers, More agile, Â More learning, More of themselves,Iâ€™m so so very excited to see what our incredible team will accomplish in the year ahead! What goals have you set for this year? hashtag#LetsGohashtag#BeMoreofYourselfhashtag#OptumTechhashtag#OptumAIhashtag#unitedhealthgroup","AI/Machine Learning,Innovation,Customer centricity",
"Hello 2024! The beginning of a new year is a great moment to reflect on the previous year and focus on goals and opportunities for the upcoming year, so I want to share three priorities for technology, digital and innovation acrossÂ OptumÂ andÂ UnitedHealth GroupÂ in #2024: 1.Â Â Â Â Â Â Â Improve outcomes and operations at scale through the secure and responsible use of data and hashtag#GenAI 2.Â Â Â Â Â Â Â Empower our consumers and customers with beautiful intuitive seamless digital tools, capabilities and experiences 3.Â Â Â Â Â Â Â Continue to deliver quality solutions with speed to advance our mission to help people live healthier lives and make the health system work better for everyoneAs part of this I know our passionate digital, technology, data and AI teams & partners are going to empower themselves to be more. More zero distance to our consumers, More agile, Â More learning, More of themselves,Iâ€™m so so very excited to see what our incredible team will accomplish in the year ahead! What goals have you set for this year? hashtag#LetsGohashtag#BeMoreofYourselfhashtag#OptumTechhashtag#OptumAIhashtag#unitedhealthgroup","AI/Machine Learning,Innovation,Customer centricity",
"My favorite thing about my role at Catalant is I get exposed to a lot of incredible people doing really great work. Our clients are executives at the F500, leaders of the world's largest PE firms, CEOs of high growth PE-backed companies, and partners at consulting firms. Our network of independent consultants include world class supply chain leaders, AI practitioners, former C-suite executives, product leaders, and the like - all with experience partnering with large companies to drive major transformation and execute against critical corporate initiatives. Through these interactions I get to learn a ton - about what companies are dealing with, where they are, and where they're going. Over the holidays I took some time to reflect on what I'm seeing and share some of what I predict we'll see in 2024, and I've captured them here as 8 Predictions for 2024. Let me know what you think, and at the end of the year I'll do an honest assessment of what I nailed and where I totally whiffed.","Customer centricity,Innovation",checked
"In the latest edition of PowerGrid International, my colleague Isabelle Hazlewood takes a deep dive into how our team at Eversource Energy partnered with diverse stakeholders and used feedback from our customers to develop our Community Solar Access Program. Designed to overcome market barriers that hinder low- to moderate-income community solar development, the program aims to provide each customer with on-bill savings of $420 per year. Read more about how community solar could help to solve the energy affordability crisis and advance an inclusive clean energy transition: https://lnkd.in/epseQFG7","Customer centricity,Human-centered design,Company Updates/News,DE&I",
"The UHC App - The Number One Mobile App (in the Medical Category) on both Apple and Google app stores!! Congratulations to all the product and tech team members that relentlessly and carefully listen to consumers, find and build new features every week and repeat it the next week and the week after with 100X speed to make the member experience amazing! Hans Hage Julie Durham and team......we are all so proud of you! and I know we are just getting started......so much to come in 2024.
Download the UHC app today!
#LetsGo
#100X
#ZeroDistance
#BeMore
Zack Sopcak","Digital transformation,Product Development,User Experience,Customer centricity",
"Long term growth is achieved by understanding and delivering against multiple stakeholder value creation.You can drive short term, but you do not survive without providing an authentic reason to care: colleagues, customers, community, and capital markets.Proud to of been part of The Institute for Real Growth (IRG) program a few years back.Download a summary of the presentation on www.irgimpactstudy.orghashtag#IRG hashtag#humanizedgrowth hashtag#CEO hashtag#CMO hashtag#leaders hashtag#humancentric hashtag#personalgrowth Marc de Swaan Arons Frank van den Driest",Customer centricity,
"Today Iâ€™m sharing some great news. SalonCentric has made a minority investment in SalonInteractive, which complements an existing commercial agreement between SalonInteractive and SalonCentric. You can read the full press release here: ! https://bit.ly/48SVk63 For those who may not know, SalonInteractive is an API (Application Programming Interface)-based platform that connects salon management software and apps to provide four online services:  Â·Â An auto-replenishment salon inventory management system (B2B ordering).Â·Â An Ecommerce boutique in which stylists and salon owners can conduct retail sales.Â· CRM software that helps salons and stylists better manage customer relationships and market new products/services.Â·Â A comprehensive data panel to ensure salon owners can measure the success of their salon business activities. The SalonInteractive platform has already signed agreements with seven major salon management software companies, including EnvisionNow, Inspire by STX, Meevo (Millennium Systems International), Phorest Salon Software, Rosy Salon Software, Square, Vish, and more are on the way.  This expanded partnership with SalonInteractive enables us to fully develop our strategic commitment to building an industry ecosystem that provides independent stylists, suite owners and traditional salons with a variety of business solutions that help them run and grow their businesses. In other words, we will work closely with curated digital partners to provide innovative solutions that modernize and grow the salon industry. Of course, SalonInteractive will remain connected to their existing independent distributor partners, as I believe their roles are essential to the industry. I am proud to be a part of this partnership and proud of our commitment to bringing innovations like SalonInteractive to the professional beauty industry.",Customer centricity,
"Day or night, we work tirelessly to guarantee the continuous delivery of clean, safe, reliable and affordable energy. Always prepared, compassionate and ready, we're here for you â€“ ensuring your energy needs are met, no matter the circumstances.Learn more: nicorgas.com/alwayshere",Customer centricity,
"Thanks to the amazing team especially Sina Mehdinia, PhD, Kun-Han (Tom) Lu , Kingson Man, Chi Wah (Alec) Wong, PhD, and Allen Mao, we are proud to present the first hashtag#oncology hashtag#LLM framework already improving efficiency in research, care, and operations. Having played with it every day for a few months, HopeLLM never stops surprising us and the early adopters by how well it performs in multiple real world applications. More importantly, it is grounded in City of Hope data, and has never defied its instructions of not hallucinating or providing non-factual information. More to come soon! hashtag#ai hashtag#aiinhealthcare hashtag#foundationmodels","AI/Machine Learning,Research & Development,Customer centricity",
"Thanks to the amazing team especially Sina Mehdinia, PhD, Kun-Han (Tom) Lu , Kingson Man, Chi Wah (Alec) Wong, PhD, and Allen Mao, we are proud to present the first hashtag#oncology hashtag#LLM framework already improving efficiency in research, care, and operations. Having played with it every day for a few months, HopeLLM never stops surprising us and the early adopters by how well it performs in multiple real world applications. More importantly, it is grounded in City of Hope data, and has never defied its instructions of not hallucinating or providing non-factual information. More to come soon! hashtag#ai hashtag#aiinhealthcare hashtag#foundationmodels","AI/Machine Learning,Research & Development,Customer centricity",checked
"With a strong focus on reimagining the future of customer experience, we met this week with my Customer Engagement team to create unforgettable experiences that will elevate Colgate-Palmoliveâ€™s  brands to new heights. ðŸ’ªTogether, we'll explore cutting-edge strategies, leverage emerging technologies, and implement customer-centric solutions that will exceed expectations.hashtag#Colgate hashtag#CustomerEngagement hashtag#Innovation hashtag#CustomerExperience hashtag#TransformingTheFutureTorrey Moore Michelle Ives Angela Hood Amanda Marshall Jessica T. Joy Ericson Tina L. Orpha Garcia","Customer centricity,User Experience",
"The first in our American Medical Association Future of Health case study series is Atrium Health's Hospital at Home program. This program is improving care, access and experiences for patients while showing what strong health system and tech partnerships can do! Amazing work by Rasu Shrestha MD MBA and the team at Atrium Health! 

Keep an eye out for more case studies featuring impactful digitally enabled care models here: https://lnkd.in/erdDgXSD",Customer centricity,
"âœ¨ Integration Highlight: Zendeskâ€œMonterey AI allows us to invest in product improvements that have the biggest leverage for customer success, instead of wasting time categorizing zendesk tickets and writing reports.â€","AI/Machine Learning,User Experience,Customer centricity",
Putting our customers FIRST and next and next...!!! Excited for this new and improved portal and app as we move forward on our digital and transformation journey!,"Product Development,Customer centricity,Digital transformation",
"Itâ€™s a privilege to be in the Workshop with Epic, co-developing new technology to push the boundaries of what generative AI can do for clinicians within their workflow.Seth Howard, Senior VP of R&D at Epic describes it best, â€œ[Workshop] is a group of vendors that we are working with more closely to jointly develop new technology in areas like ambient voice and consumer satisfaction.â€Weâ€™re honored to be a part of this vibrant ecosystem, jointly paving the way toward a future where clinicians can focus on what matters mostâ€”their patients.Learn more about Epicâ€™s Workshop in Forbes: https://hubs.la/Q02h0_Mt0","AI/Machine Learning,Innovation,Customer centricity",checked
"Payment integrity is a $9 billion industry, ensuring accurate claims adjudication and proper reimbursement. Recent years have seen a 7% CAGR, driven by the complexity of billing processes and tech advancement (like gen AI). With around 69% of care delivery reimbursement now tied to value-based care, the payment integrity landscape is on the brink of a transformation.hashtag#ValueBasedCare hashtag#PaymentIntegrity hashtag#HealthPayers hashtag#AI","AI/Machine Learning,Customer centricity",
"Communication and engagement with a variety of constituents is key to driving the energy transition. Our Marketing team is critical in helping us articulate and disseminate messages promoting our programs across all three of our services territories, and I am pleased to share that this team has been recognized for their successful efforts in this year’s AVA Awards.
 
Eversource was honored for multiple campaigns that provided customers with vital information about how to reduce energy usage and save on their energy bills, through engagement with our Energy Efficiency, Electric Mobility, and Demand Response programs and incentives. Our seven award wins – at the Platinum, Gold, and Honorable Mention levels – are a testament to the strength of our programs, and to our ability to effectively engage with customers across many culturally different communities. 
 
Thank you to AVA and the Association of Marketing & Communication Professionals, and congratulations to the entire EE/EV/DR department for their continued hard work! You can see the full list of 2024 winners here: https://bit.ly/3UopsST ",Customer centricity,
"Elevance Health CEO Gail K. Boudreaux gave a keynote speech at hashtag#CES about the use of technology to make hashtag#healthcare more proactive, predictive and personalized. The health insurance giant, which serves 117 million people, sees opportunities to leverage hashtag#generativeAI and other technologies to make healthcare easier to navigate, chief AI officer Shawn Wang said during an interview at CES.""We're looking at 'How do we get AI embedded in every major business?' We think about AI as being 'people-first.' YouÂ start with why. Why do we do this? What problem are we trying to solve?"" Wang said. Heather Landi, Fierce HealthcareAt Intelliswift Software, we are helping healthcare payers and providers across a range of hashtag#GenAI applications - from summarization, generating predicting insights, to AI virtual assistant/Chatbot, to automating business processes. Reach out to our healthcare business leaders to collaborate - Hassan M. Sharif, Kristie A. Tran, MBA.","AI/Machine Learning,Digital transformation,Customer centricity,Data and Analytics",checked
"According to the National Institute for Medical Health, one in five US Adults live with a mental illness. At UHC, we've seen that almost 10% of our members who are looking at benefits in our app end up searching for mental health services. Jen Mahoney, Sandra Long and team are doing their best to provide our members with the help they need. At the end of last year, this team launched some very significant features for millions of members, such as:

Care Explorer - Helping members find the right wellness journey for their mental health. Members complete a survey to get personalized recommendations for care and providers. This helps members to start finding care for themselves and their dependents. 

Child and Family Coaching – Mental health matters for everyone, not just adults: it affects entire families. We think we can make a significant difference in the US by providing more mental health services for the whole family.

More availability, and simpler – more convenient access to behavioral health support – including quicker appointments and tailored therapy.

I am so proud of being able to work alongside brilliant and compassionate people like Sandra Long and Jen Mahoney (and the dozens of others who helped bring this to reality) - who are making it matter every day for millions of consumers!

#goAppGo #theBestMobileAppGetsBetter #dreamTeam","Digital transformation,Customer centricity,Product Development",
Pringles launches a new â€˜designed for recyclingâ€™ paper-based tubeTracy Murphyhashtag#sustainablepackaging hashtag#packaging hashtag#packagingsolutions hashtag#packagingindustry hashtag#packagingdesign hashtag#packagingideas hashtag#packaginginnovations hashtag#packaginginnovation hashtag#ecofriendly hashtag#circulareconomy hashtag#recyclable hashtag#sustainability hashtag#recyclablepackaging hashtag#recycling hashtag#environmental hashtag#sustainable hashtag#development hashtag#flexiblepackaging hashtag#plasticpackaging hashtag#plastics hashtag#plasticpollution hashtag#plasticwaste hashtag#biodegradable hashtag#endplasticwaste hashtag#ecofriendly hashtag#plasticfree hashtag#plasticfreepackaging hashtag#singleuseplastic hashtag#plasticrecycling hashtag#wastemanagement hashtag#resourceefficiency hashtag#environment hashtag#recycledpackaging hashtag#recycledmaterials hashtag#compostablepackaging hashtag#compostablehashtag#co2 hashtag#co2reduction hashtag#co2emissions hashtag#co2neutral hashtag#co2footprint Stay up to date on Corrugation & Packaging Industry news follow our Hashtag hashtag#cpmirror https://lnkd.in/dBSF-5FK,"Customer centricity,Innovation,Product Development,Human-centered design",
There are so many exciting things happening here!,"Innovation,Customer centricity",
"This article is written by Evan D. Collins, MD, MBA, Orthopaedic Surgeon and Chief of the Houston Methodist Hand & Upper Extremity Center, about working collaboratively with health care startups on improving our operating rooms.","Customer centricity,Innovation",checked
"Incredibly impactful few days in the Bay Area with my team and our valued customers. Customers are relying on AWS to solve some really exciting, hard business problems and we are here for it! I always say 50% is showing up and 50% is adding value in every exchange. The best compliment from one of our customer EVPs we met with was â€œThanks so much for being here, listening and brain storming with me. Thanks also for driving out to see me. Your competitor wont even call me back.â€ We are customer obsessed and we will show up to partner and transform together, always! Thanks for the opportunity to partner. hashtag#aws hashtag#customerobsessed hashtag#genai","AI/Machine Learning,Customer centricity",
"Next up in the American Medical Association's Future of Health series is a case study on Ochsner Health's Connected MOM Program, a digitally-enabled obstetric program designed to improve maternal health outcomes in Louisiana and Mississippi.Stacy Lloyd, Laura Fritsche, MHA, Julie Henry, David Houghton, Allie (Levy) Chafetz, Aharisi Bonner, MPH","Customer centricity,Innovation",
"What an incredible weekend seeing the UnitedHealth Group mission come to life! Colleagues and partners across the enterprise came together to support the UnitedHealthcare Children’s Foundation and celebrate the impact of our sponsors of UHCCF’s Frosty Fat Tire event to provide medical grants that help children across the country get the care they need. And I had the privilege of sitting down with Michael Baker to touch on the impact of advanced technologies like generative hashtag#AI to simplify health care and accelerate the transition to value-based care. The amazing work of UHCCF and the tech innovations that improve care affordability and access are just a glimpse at the many ways hashtag#TeamUnited is helping people live healthier lives and making the health system work better for everyone. Jill Awe Terry Clark 
 
Learn more about UHCCF and this amazing event: https://lnkd.in/eSAT6gdN","Customer centricity,AI/Machine Learning",
"We had the privilege of spending the day immersed in the world of data economics with the Dean of Big Data himself Bill Schmarzo. To say we learned a lot is an understatement. Some key takeaways:1. Itâ€™s not about being data driven, itâ€™s about being value driven.2. Design thinking and data science are 2 sides of the same coin. By applying design thinking methodologies, such as empathy, ideation, prototyping, and iteration, organizations can develop data-driven solutions that truly resonate with users and deliver value.3. Focus on 10% of your data that has 90% of the value. When breaking down business problems into desired outcomes and KPIâ€™s, you will start to notice the same KPIâ€™s coming up over and over again. Focus on those KPIâ€™s.4. AI initiatives need to start small and address a real business problem. 5. Let your voice be heard as the world of AI evolves. Itâ€™s not too late to affect change. Write to legislators. Stay educated. Highly recommend Billâ€™s books especially â€˜The Economics of Data, Analytics and Digital Transformationâ€™. He is also a very charismatic and energetic speaker who loves Caribou coffee! hashtag#DataEconomics hashtag#Innovation hashtag#valuedriven hashtag#BillSchmarzo hashtag#designthinking","Digital transformation,AI/Machine Learning,User Experience,Customer centricity,Product Development",checked
"We had the privilege of spending the day immersed in the world of data economics with the Dean of Big Data himself Bill Schmarzo. To say we learned a lot is an understatement. Some key takeaways:1. Itâ€™s not about being data driven, itâ€™s about being value driven.2. Design thinking and data science are 2 sides of the same coin. By applying design thinking methodologies, such as empathy, ideation, prototyping, and iteration, organizations can develop data-driven solutions that truly resonate with users and deliver value.3. Focus on 10% of your data that has 90% of the value. When breaking down business problems into desired outcomes and KPIâ€™s, you will start to notice the same KPIâ€™s coming up over and over again. Focus on those KPIâ€™s.4. AI initiatives need to start small and address a real business problem. 5. Let your voice be heard as the world of AI evolves. Itâ€™s not too late to affect change. Write to legislators. Stay educated. Highly recommend Billâ€™s books especially â€˜The Economics of Data, Analytics and Digital Transformationâ€™. He is also a very charismatic and energetic speaker who loves Caribou coffee! hashtag#DataEconomics hashtag#Innovation hashtag#valuedriven hashtag#BillSchmarzo hashtag#designthinking","Digital transformation,AI/Machine Learning,User Experience,Customer centricity,Product Development",checked
"We are proud to unveil a refreshed brand identity and reimagined logo for Elite, as we reach another major milestone on our journey as a fully independent technology company. Our refreshed brand reflects our commitment to staying â€˜one beat aheadâ€™, adapting and innovating in response to a changing market and the needs of our customers. Throughout our long history, our customers have been at the heart of everything we do, and this customer-centric approach will underpin our dedication to delivering cutting-edge financial solutions to accelerate our customersâ€™ businesses. Our new logo â€“ a distinct ambigram which draws attention to the center â€“ also stands as a visual metaphor for how Elite and its products lie at the very core of our clientsâ€™ businesses. To learn more about our new brand, read the full press release here: https://ow.ly/h4Fa50QvOzthashtag#Elite hashtag#technology hashtag#legaltech hashtag#SaaS hashtag#cloud hashtag#brand hashtag#newlogo",Customer centricity,
"We had the privilege of spending the day immersed in the world of data economics with the Dean of Big Data himself Bill Schmarzo. To say we learned a lot is an understatement. Some key takeaways:1. Itâ€™s not about being data driven, itâ€™s about being value driven.2. Design thinking and data science are 2 sides of the same coin. By applying design thinking methodologies, such as empathy, ideation, prototyping, and iteration, organizations can develop data-driven solutions that truly resonate with users and deliver value.3. Focus on 10% of your data that has 90% of the value. When breaking down business problems into desired outcomes and KPIâ€™s, you will start to notice the same KPIâ€™s coming up over and over again. Focus on those KPIâ€™s.4. AI initiatives need to start small and address a real business problem. 5. Let your voice be heard as the world of AI evolves. Itâ€™s not too late to affect change. Write to legislators. Stay educated. Highly recommend Billâ€™s books especially â€˜The Economics of Data, Analytics and Digital Transformationâ€™. He is also a very charismatic and energetic speaker who loves Caribou coffee! hashtag#DataEconomics hashtag#Innovation hashtag#valuedriven hashtag#BillSchmarzo hashtag#designthinking","Digital transformation,AI/Machine Learning,User Experience,Customer centricity,Product Development",checked
"The world has seen an extraordinary transformation in healthcare delivery, courtesy of the global pandemic. At Elevance Health, we are at the forefront of this change - witnessing a 3% YoY increase in virtual visits, topping 800k in 2023 alone!

Our recent study aimed to gauge consumers' perspectives on virtual healthcare. The results? A whopping 75% of consumers endorse virtual care, planning to continue and recommend these services. They appreciate the accessibility, earning an impressive 90% agreement that virtual care caters to those unable to physically visit a doctor, and 81% acknowledging the improvement in healthcare via integration of virtual care.

Inspired by these insightful findings, Elevance Health keeps evolving with a patient-centric approach, integrating care data, and optimizing virtual health interactions. With rising optimism and growing adoption rates, it's clear that we're only at the initial stage of a virtual care revolution.

https://lnkd.in/gfMN3Eba

Elevance Health
Fierce Healthcare

#VirtualHealthcare #HealthTech #PatientExperience #ElevanceHealth #HealthcareInnovation #Telehealth","Customer centricity,Digital transformation,Research & Development",checked
"Customer and employee experience is undoubtedly connected, even symbiotic. Customers can tell when a company's employees are engaged and believe in the company mission. hashtag#customerexperience hashtag#employeeexperience hashtag#cxstrategy from Forbes https://shorturl.at/akABV:","Customer centricity,Organizational Design",
Bringing another great convenience to our customers and continuing to transform adaptive retail!,"Customer centricity,Innovation",
"ðŸŒ¿ Straight to the Point: Jim Lassiter, VP, explains exactly how Sonoco ThermoSafe is leading the way in sustainable thermal packaging.ðŸ”„ Material Agnostic:Being a material neutral packaging partner, allows ThermoSafe to offer various packaging materials and a full spectrum of sustainable solutions based on customer's changing needs.ðŸŒ± Aggressive Product Development:Discover our strides in creating eco-friendly options like reusable, biodegradable, curbside recyclable, and rental packaging. Find out how we're changing the game in thermal packaging.ðŸš€ 2024 â€“ A Year of Innovation:Get ready for exciting developments! Jim is ready for 2024 and invites you to see what's coming. Stay tuned for our sustainable solutions.ðŸ”— Read More in Our Blog:For a deep dive into sustainable thermal packaging, check out the blog post, ""5 Ways to Get Your Sustainable Thermal Packaging Strategy Right."" Click the link below to stay in the loop with Sonoco ThermoSafe. > https://lnkd.in/dXSJNH-jhashtag#Sustainability hashtag#ThermalPackaging hashtag#Innovation2024 hashtag#SonocoThermoSafe","Customer centricity,Product Development,Innovation",
"Health & wellbeing. People centricity. Slowing down. Emotion first. Purpose. ðŸ’™ðŸ’™ðŸ’™These are some of the big ideas I took away from VMLâ€™s The Future 100: 2024 insights report, which companies and brands can tap for inspiration as we create communications, impactful experiences and innovations to engage our audiences â€” and help spark purpose-filled growth.Thank you Ellen Hyde Pace for extending the invitation to attend â€” Iâ€™m excited to find ways to put these fresh insights to work and strengthen my own communications practice.Plus, what a fun outing to an inspiring space with a great group of Colgate-Palmolive colleagues!Read on: https://lnkd.in/eRZ6RMY4",Customer centricity,
Not everyone understands B2B lingo. Professionals on LinkedIn do. Reach B2B audiences with targeting tools built for you. https://lnkd.in/gERfsJnU,"Digital transformation,Customer centricity",
"This article is written by FAISAL MASUD MD FCCM, FCCP, Mary A. and M. Samuel Daffin Sr. Centennial Chair in Anesthesia and Critical Care; Professor of Anesthesiology; and Medical Director of our Houston Methodist Center for Critical Care, about an innovative program in our ICUs. ","Innovation,Customer centricity,AI/Machine Learning",checked
"ðŸš¨ New Smartly video case study alert ðŸš¨ Global food solutions group and meal kit delivery service provider, HelloFresh, is focused on driving growth among new customers while continuing to delight existing audiences across social media platforms.Tasked with operating advertising across 13 different countries, the creative and performance media teams at HelloFresh sought to test Metaâ€™s Advantage Shopping Campaigns (ASC) powered by machine learning and AI.Check out what HelloFresh had to say in the video, showcasing the successful collaboration and the positive impact Smartly and Meta ASC+Â  has had on their campaigns.Spoiler alert! Across 13 countries, Smartly delivered impactful ads with creative diversification that have not only boosted brand visibility but have also led to incredible outcomes:âœ¨ 80% time freed upâœ¨ 9% lower CPAhttps://lnkd.in/dwgfmJfr","AI/Machine Learning,Innovation,Customer centricity",
What is Meta's Dynamic Media for Catalog Ads and how to make the most of it with Smartly? ðŸš€Check out how our hashtag#AI-powered Dynamic Video Ads will maximize the untapped potential for elevating your hashtag#advertising campaigns. ðŸ‘‰ https://bit.ly/49phsVMhashtag#worksmartly hashtag#adtech hashtag#meta hashtag#ASC,"AI/Machine Learning,Digital transformation,Customer centricity",checked
"Last week we announced our brand new residential hashtag#EV charger purchase and installation rebate program, now open to eligible customers in northern Illinois. Today at the Chicago Auto Show, we shared that weâ€™re launching two more new rebate programs this month for business and public sector customers: a rebate program for the purchase of EV vehicles and fleets; and a rebate program for the expansion of public charging access. These three rebate programs are part of our larger investment to help accelerate an equitable adoption of hashtag#ElectricVehicles in northern Illinois. â€œWorking with our partners in northern Illinois, ComEd is committed to helping customers benefit from zero emissions vehicles, which can significantly reduce pollution and enhance air quality for all residents across our communities,â€ said Erica Borggren, our VP of customers solutions. â€œThrough new targeted incentives, we are aiming to accelerate the transition toward all-electric fleets, cars, buses and trucks, while at the same time catalyzing the buildout of a regional network of public EV charging to serve more customers â€“ a key factor to growing EV adoption equitably.â€ Not only do hashtag#EVs offer fuel and maintenance cost savings and performance benefits, but hashtag#OurCommunities can experience environmental improvements from reduced tailpipe emissions. Electrifying transportation â€” including cars, trucks and public transit fleets â€” can also create tangible health benefits for all families across northern Illinois, especially communities which have traditionally borne the brunt of climate change and air pollution. More information is coming on February 15 so save the date! Learn more: bit.ly/48c21iT",Customer centricity,
"2024 is bringing about change!  In January Chico's FAS, Inc. was purchased by Sycamore Partners and is now managed by KnitWell Group.  I had such a fantastic time and experience working for Chicoâ€™s FAS.  As a public-now-private company we achieved our missions focused on awesome product, the wonderful customers they bring joy to, a digital first mentality focused on connected commerce and data, and excellence in operations.  Witnessed by the 250% purchase premium over just 3 years and far more going back 1-2 years more.  A great tour of duty includes a great leader Molly Langenstein my sincere appreciationâ€¦great peers Kristin Gwinner David Oliver Wendy Hufford our small but mighty EC, and all peer departments ecommerce, stores, sourcing, planning, marketing, merchants et alâ€¦direct reports Deepak Lakshmanan Tom Greger Bryan Tabiadon and many many more in my department and across others I could list hundredsâ€”our informal Friday meetings brought me personal joy.  I am humbled by your serviceâ€¦and lastly of course game changing partners like fabric Bounteous Google poq parcelLab AB Tasty Syte and Clario, Inc. the latter who started the journey with meâ€¦etc. etc. etc.  Too many to thank!  The entire experience including the acquisition and new leadership transition was great.  I wish the new company the very best.  I am an Alumnus! My new adventure starts soonâ€”stand by!  Thank you ALLâ€”tagged and not tagged!  Life is a journey I hope you enjoy every moment of it! hashtag#digitalfirst hashtag#productinnovation hashtag#customercentricity hashtag#operationsexcellence","Customer centricity,Organizational Change Management",
"One of the things I love about User Centricity at Mars is connecting with our associates around the world. Super energized this week to design think, create, and upskill with some of our amazing leaders with Royal Canin Mexico. Kudos to teammates Kara Konicki for leading an incredible session and Premal S. for her facilitation skills. And thank you to Cesar Gutierrez, Nuria Gonzalez and Mariana Barron for being the amazing hosts. hashtag#usercentricity hashtag#designthinking hashtag#creativity hashtag#innovation hashtag#proudlymars","Customer centricity,Organizational Change Management",
"You've seen what makes Roswell Park special through the eyes of our patients and staff. For this year's Big Game, here's the view from one of our very good boys. 🐶 

#BigGameAd #therapydogs ","MISC,Customer centricity",
"A few years ago, while getting ready for bed on a Thanksgiving night, my father fell and fractured his hip. I drove to meet him in the emergency room, where the young woman at the front desk looked up at me and said, blandly, “You must be here to see Room 4.” I was actually there to see my dad, but resisted the opportunity to make that a teachable moment and headed to room 4. When I walked in, the nurse was standing with her hand on my dad’s shoulder. She greeted me warmly and started sharing “what a cool guy” my father is, that he must be in a lot of pain but has been joking and making her laugh, that he’s been telling her about being with the family for Thanksgiving and even about my work in healthcare.

The Glasgow Consensus Statement – published last week and available at https://lnkd.in/ebr7dJXu – focuses on reinforcing the humanity in healthcare. The primary overarching task is to Connect as Humans. That’s the difference between ‘room 4’ and ‘what a cool guy’. Human connection is essential, not extra. And it benefits patients, families, and health professionals – I hope we can all rally around that.","Customer centricity,Human-centered design",checked
"I've always said that pay by bank, using open banking, had failed to launch because the experience sucked. That's changing. In high-value payments (like car deposits) or recurring payments, expect to start seeing discounts or loyalty and rewards for using the pay-by-bank method.Can it ever displace cards?Tough question.hashtag#fintech hashtag#openbanking hashtag#payments Full long read over at fintechbrainfood .com","Customer centricity,User Experience",
"Last year, we began hosting quarterly Innovation Open House sessions, both in-person and virtually, in response to the overwhelming outreach we received from our peer institutions and healthcare community about our innovation projects. In total, we have hosted 60 organizations and over 150 attendees from across the country and we look forward to continuing these sessions in 2024. Our plan is to host 2 sessions in spring/summer and 2 sessions in fall/winter with an onsite and virtual option. 

Just last week, we had the pleasure of hosting Deans of Nursing and Texas Government staffers to hear from our leadership, tour our Tech Hub and Virtual Ops Center, and learn more about our innovation projects. We look forward to meeting you at a future session! Gail M. Vozzella hashtag#healthcareinnovation ","Company Updates/News,Innovation,Customer centricity",
